epoch (ms),time (-07:00),elapsed (s),X-Axis (g),Y-Axis (g),Z-Axis (g)
1613607922069,2021-02-18T00:27:26.262Z,48.078,0.07750613242387773,0.9111782312393188,-0.020150117576122284
1613607922109,2021-02-18T00:27:26.264Z,48.118,0.032828398048877716,0.9458461999893188,-0.00013058684999123216
1613607922150,2021-02-18T00:27:26.268Z,48.159,0.038199491798877716,0.9497524499893188,0.02062136679887772
1613607922190,2021-02-18T00:27:26.278Z,48.199,0.046744413673877716,0.9487758874893188,0.02672488242387772
1613607922231,2021-02-18T00:27:26.318Z,48.24,0.05968386679887772,0.9387661218643188,0.02379519492387772
1613607922272,2021-02-18T00:27:26.333Z,48.281000000000006,0.06163699179887772,0.9277797937393188,0.02989871054887772
1613607922311,2021-02-18T00:27:26.361Z,48.32,0.06432253867387773,0.9363247156143188,0.03063113242387772
1613607922352,2021-02-18T00:27:26.363Z,48.361000000000004,0.055777616798877716,0.9453579187393188,0.01988894492387772
1613607922392,2021-02-18T00:27:26.365Z,48.401,0.06944949179887773,0.9426723718643188,-0.0033044149167835712
1613607922433,2021-02-18T00:27:26.366Z,48.442,0.08287722617387773,0.9477993249893188,-0.0025719930417835712
1613607922472,2021-02-18T00:27:26.380Z,48.481,0.07897097617387773,0.9456020593643188,-0.0011071492917835712
1613607922513,2021-02-18T00:27:26.381Z,48.522,0.07311160117387773,0.9438930749893188,-0.0013512899167835712
1613607922553,2021-02-18T00:27:26.396Z,48.562,0.07628542929887773,0.9221645593643188,-0.0030602742917835712
1613607922594,2021-02-18T00:27:26.411Z,48.603,0.08800417929887773,0.9514614343643188,-0.015267306007444859
1613607922635,2021-02-18T00:27:26.413Z,48.644,0.09825808554887773,0.9626919031143188,-0.04432003945112229
1613607922674,2021-02-18T00:27:26.414Z,48.683,0.10118777304887773,0.9531704187393188,-0.05164425820112229
1613607922714,2021-02-18T00:27:26.443Z,48.723,0.09484011679887773,0.9355922937393188,-0.05140011757612229
1613607922755,2021-02-18T00:27:26.468Z,48.763999999999996,0.12560182809829712,0.9458461999893188,-0.06189816445112229
1613607922796,2021-02-18T00:27:26.482Z,48.805,0.11803347617387773,0.9373012781143188,-0.05579464882612229
1613607922836,2021-02-18T00:27:26.489Z,48.845,0.12853151559829712,0.9346157312393188,-0.05017941445112229
1613607922877,2021-02-18T00:27:26.494Z,48.886,0.13219362497329712,0.9341274499893188,-0.04187863320112229
1613607922916,2021-02-18T00:27:26.496Z,48.925,0.14684206247329712,0.9485317468643188,-0.04139035195112229
1613607922957,2021-02-18T00:27:26.499Z,48.966,0.15392214059829712,0.9260708093643188,-0.05066769570112229
1613607922997,2021-02-18T00:27:26.502Z,49.006,0.17589479684829712,0.9280239343643188,-0.05579464882612229
1613607923038,2021-02-18T00:27:26.504Z,49.047,0.19444948434829712,0.9351040124893188,-0.03675168007612229
1613607923077,2021-02-18T00:27:26.510Z,49.086000000000006,0.19542604684829712,0.9241176843643188,-0.0008630087249912323
1613607923118,2021-02-18T00:27:26.512Z,49.126999999999995,0.21324831247329712,0.9233852624893188,0.009390897117555141
1613607923158,2021-02-18T00:27:26.546Z,49.167,0.2442541718482971,0.9021450281143188,0.042105741798877716
1613607923199,2021-02-18T00:27:26.548Z,49.208,0.2681799530982971,0.8821254968643188,0.06969363242387773
1613607923240,2021-02-18T00:27:26.559Z,49.248999999999995,0.2769690155982971,0.9075161218643188,0.06847292929887773
1613607923279,2021-02-18T00:27:26.580Z,49.288000000000004,0.3123694062232971,0.8977504968643188,0.06456667929887773
1613607923320,2021-02-18T00:27:26.595Z,49.32899999999999,0.3533850312232971,0.8728481531143188,0.041861601173877716
1613607923360,2021-02-18T00:27:26.604Z,49.369,0.3731604218482971,0.8264614343643188,0.06359011679887773
1613607923401,2021-02-18T00:27:26.608Z,49.41,0.3795080780982971,0.8166958093643188,0.02501589804887772
1613607923441,2021-02-18T00:27:26.610Z,49.45,0.4046545624732971,0.8552700281143188,0.08800417929887773
1613607923482,2021-02-18T00:27:26.619Z,49.49100000000001,0.4190588593482971,0.8440395593643188,0.09825808554887773
1613607923521,2021-02-18T00:27:26.621Z,49.53,0.4144201874732971,0.8281704187393188,0.11022097617387773
1613607923562,2021-02-18T00:27:26.624Z,49.571000000000005,0.4420080780982971,0.8350063562393188,0.09728152304887773
1613607923602,2021-02-18T00:27:26.632Z,49.611000000000004,0.4510412812232971,0.8635708093643188,0.12364871054887773
1613607923643,2021-02-18T00:27:26.634Z,49.652,0.4437170624732971,0.7751919031143188,0.10924441367387773
1613607923682,2021-02-18T00:27:26.636Z,49.691,0.4576330780982971,0.7891079187393188,0.10704714804887773
1613607923723,2021-02-18T00:27:26.639Z,49.732,0.4700842499732971,0.8516079187393188,0.12340456992387773
1613607923764,2021-02-18T00:27:26.641Z,49.773,0.4581213593482971,0.7739711999893188,0.12609010934829712
1613607923804,2021-02-18T00:27:26.649Z,49.813,0.4556799530982971,0.8069301843643188,0.08849246054887773
1613607923845,2021-02-18T00:27:26.650Z,49.854,0.4742346405982971,0.8115688562393188,0.09215456992387773
1613607923884,2021-02-18T00:27:26.653Z,49.893,0.4507971405982971,0.7859340906143188,0.11412722617387773
1613607923925,2021-02-18T00:27:26.654Z,49.934,0.4512854218482971,0.8086391687393188,0.11192996054887773
1613607923965,2021-02-18T00:27:26.656Z,49.974,0.4759436249732971,0.8357387781143188,0.09117800742387773
1613607924006,2021-02-18T00:27:26.661Z,50.015,0.4151526093482971,0.8076626062393188,0.10265261679887773
1613607924046,2021-02-18T00:27:26.665Z,50.055,0.4307776093482971,0.7815395593643188,0.08702761679887773
1613607924087,2021-02-18T00:27:26.667Z,50.096000000000004,0.4261389374732971,0.8274379968643188,0.13902956247329712
1613607924126,2021-02-18T00:27:26.671Z,50.135,0.4139319062232971,0.8550258874893188,0.08946902304887773
1613607924167,2021-02-18T00:27:26.680Z,50.176,0.3941565155982971,0.8428188562393188,0.11803347617387773
1613607924207,2021-02-18T00:27:26.682Z,50.216,0.3809729218482971,0.8430629968643188,0.11778933554887773
1613607924248,2021-02-18T00:27:26.700Z,50.257,0.3499670624732971,0.8188930749893188,0.13121706247329712
1613607924289,2021-02-18T00:27:26.711Z,50.298,0.3973303437232971,0.8584438562393188,0.06212527304887772
1613607924328,2021-02-18T00:27:26.716Z,50.336999999999996,0.4366369843482971,0.8921352624893188,-0.011361056007444859
1613607924369,2021-02-18T00:27:26.720Z,50.378,0.4371252655982971,0.8713833093643188,-0.015755586326122284
1613607924409,2021-02-18T00:27:26.722Z,50.418,0.4183264374732971,0.8745571374893188,0.0030432413332164288
1613607924450,2021-02-18T00:27:26.724Z,50.458999999999996,0.3941565155982971,0.8652797937393188,0.01940066367387772
1613607924489,2021-02-18T00:27:26.727Z,50.498000000000005,0.3743811249732971,0.8686977624893188,0.03038699179887772
1613607924530,2021-02-18T00:27:26.729Z,50.538999999999994,0.3724279999732971,0.8733364343643188,0.02013308554887772
1613607924570,2021-02-18T00:27:26.732Z,50.57899999999999,0.3799963593482971,0.8796840906143188,0.0008459756500087677
1613607924611,2021-02-18T00:27:26.741Z,50.62,0.3817053437232971,0.8896938562393188,-0.0008630087249912323
1613607924651,2021-02-18T00:27:26.746Z,50.66,0.3817053437232971,0.8826137781143188,0.0032873819582164288
1613607924692,2021-02-18T00:27:26.752Z,50.701,0.3944006562232971,0.8652797937393188,-0.0011071492917835712
1613607924731,2021-02-18T00:27:26.758Z,50.74,0.3951330780982971,0.8574672937393188,-0.0020837117917835712
1613607924772,2021-02-18T00:27:26.766Z,50.781000000000006,0.3795080780982971,0.8374477624893188,-0.00013058684999123216
1613607924813,2021-02-18T00:27:26.768Z,50.821999999999996,0.3924475312232971,0.8489223718643188,-0.004769258666783571
1613607924853,2021-02-18T00:27:26.776Z,50.861999999999995,0.3907385468482971,0.8655239343643188,-0.0006188680999912323
1613607924894,2021-02-18T00:27:26.784Z,50.903,0.3904944062232971,0.8691860437393188,-0.0015954305417835712
1613607924933,2021-02-18T00:27:26.786Z,50.942,0.3970862030982971,0.8572231531143188,-0.009652071632444859
1613607924974,2021-02-18T00:27:26.795Z,50.983000000000004,0.3978186249732971,0.8581997156143188,-0.011361056007444859
1613607925014,2021-02-18T00:27:26.797Z,51.023,0.4027014374732971,0.8542934656143188,-0.006722383666783571
1613607925055,2021-02-18T00:27:26.799Z,51.06399999999999,0.3860998749732971,0.8503872156143188,0.006705350708216429
1613607925094,2021-02-18T00:27:26.814Z,51.103,0.3978186249732971,0.8486782312393188,0.0010901163332164288
1613607925135,2021-02-18T00:27:26.816Z,51.144,0.3990393280982971,0.8533169031143188,0.004508085083216429
1613607925175,2021-02-18T00:27:26.818Z,51.184,0.4000158905982971,0.8498989343643188,0.0010901163332164288
1613607925216,2021-02-18T00:27:26.827Z,51.225,0.3992834687232971,0.8547817468643188,-0.008919649757444859
1613607925255,2021-02-18T00:27:26.830Z,51.263999999999996,0.4012365937232971,0.8547817468643188,0.004019803833216429
1613607925296,2021-02-18T00:27:26.832Z,51.305,0.3961096405982971,0.8596645593643188,-0.009163790382444859
1613607925338,2021-02-18T00:27:26.856Z,51.347,0.3961096405982971,0.8516079187393188,-0.005989961791783571
1613607925377,2021-02-18T00:27:26.865Z,51.386,0.3983069062232971,0.8552700281143188,-0.0006188680999912323
1613607925418,2021-02-18T00:27:26.871Z,51.427,0.3961096405982971,0.8581997156143188,0.0020666788332164288
1613607925458,2021-02-18T00:27:26.875Z,51.467,0.3948889374732971,0.8513637781143188,0.004263944458216429
1613607925499,2021-02-18T00:27:26.883Z,51.508,0.3958654999732971,0.8545376062393188,-0.0011071492917835712
1613607925538,2021-02-18T00:27:26.885Z,51.547,0.4002600312232971,0.8547817468643188,0.0020666788332164288
1613607925579,2021-02-18T00:27:26.890Z,51.588,0.4022131562232971,0.8474575281143188,0.0008459756500087677
1613607925620,2021-02-18T00:27:26.895Z,51.629,0.3997717499732971,0.8562465906143188,-0.00037472747499123216
1613607925660,2021-02-18T00:27:26.898Z,51.669,0.4002600312232971,0.8498989343643188,-0.004036836791783571
1613607925699,2021-02-18T00:27:26.899Z,51.708,0.4005041718482971,0.8516079187393188,0.001822538208216429
1613607925740,2021-02-18T00:27:26.901Z,51.748999999999995,0.4014807343482971,0.8542934656143188,-0.0013512899167835712
1613607925781,2021-02-18T00:27:26.907Z,51.79,0.4014807343482971,0.8479458093643188,0.004263944458216429
1613607925821,2021-02-18T00:27:26.910Z,51.83,0.4034338593482971,0.8506313562393188,0.0020666788332164288
1613607925862,2021-02-18T00:27:26.911Z,51.871,0.4009924530982971,0.8520961999893188,0.0010901163332164288
1613607925901,2021-02-18T00:27:26.917Z,51.91,0.4039221405982971,0.8528286218643188,-0.001839571166783571
1613607925942,2021-02-18T00:27:26.920Z,51.951,0.3963537812232971,0.8572231531143188,-0.00037472747499123216
1613607925982,2021-02-18T00:27:26.927Z,51.99100000000001,0.4053869843482971,0.8486782312393188,0.009390897117555141
1613607926023,2021-02-18T00:27:26.940Z,52.032,0.4083166718482971,0.8445278406143188,0.011099881492555141
1613607926063,2021-02-18T00:27:26.943Z,52.071999999999996,0.4051428437232971,0.8496547937393188,0.005484647583216429
1613607926104,2021-02-18T00:27:26.945Z,52.113,0.4048987030982971,0.8494106531143188,0.011099881492555141
1613607926143,2021-02-18T00:27:26.949Z,52.152,0.4051428437232971,0.8496547937393188,0.00743777258321643
1613607926184,2021-02-18T00:27:26.955Z,52.193000000000005,0.4097815155982971,0.8474575281143188,0.004019803833216429
1613607926224,2021-02-18T00:27:26.959Z,52.233000000000004,0.4066076874732971,0.8474575281143188,0.0020666788332164288
1613607926265,2021-02-18T00:27:26.964Z,52.273999999999994,0.4031897187232971,0.8501430749893188,0.008170193992555141
1613607926306,2021-02-18T00:27:27.002Z,52.315,0.4085608124732971,0.8452602624893188,0.005972928833216429
1613607926345,2021-02-18T00:27:27.005Z,52.354,0.4097815155982971,0.8467251062393188,0.0035315225832164288
