epoch (ms),time (-07:00),elapsed (s),W-Axis,X-Axis (i),Y-Axis (j),Z-Axis (k)
1612473208595,2021-02-04T21:14:13.247Z,37.356,-0.0011128599629457142,0.046397529007894935,-0.9980738796018092,-0.041165054369665006
1612473208634,2021-02-04T21:14:13.249Z,37.395,-0.010888485677330395,0.04938885489028822,-0.9978366106710868,-0.042003336733149536
1612473208675,2021-02-04T21:14:13.261Z,37.436,-0.01445116818607163,0.0505691021686272,-0.9977084166334238,-0.0425657729019825
1612473208715,2021-02-04T21:14:13.263Z,37.476,-0.022159692708811258,0.05332429741629522,-0.9973716140514944,-0.04376449255305615
1612473208754,2021-02-04T21:14:13.274Z,37.515,-0.034924260416798136,0.05850834319802641,-0.9966628827114355,-0.04494627944438606
1612473208795,2021-02-04T21:14:13.275Z,37.556,-0.03995386176335666,0.0603018605494533,-0.9963462896897444,-0.04540314489051425
1612473208835,2021-02-04T21:14:13.278Z,37.596,-0.0516041433807248,0.06363534446160242,-0.9955331744322712,-0.0469175225901741
1612473208876,2021-02-04T21:14:13.289Z,37.637,-0.07244563049794157,0.0682228989322121,-0.9937306476193356,-0.05095749861499116
1612473208915,2021-02-04T21:14:13.291Z,37.676,-0.07991913928103317,0.06978076657187192,-0.9929425115206694,-0.052997590589067216
1612473208955,2021-02-04T21:14:13.293Z,37.716,-0.09417248706619416,0.07284839651933081,-0.9912562665059276,-0.056882931684817915
1612473208996,2021-02-04T21:14:13.305Z,37.757,-0.11475376199061625,0.0776792945492625,-0.9884675944212472,-0.06106812659974449
1612473209035,2021-02-04T21:14:13.307Z,37.796,-0.1209268508651051,0.0793315760058976,-0.9875715190340276,-0.0615279820983297
1612473209076,2021-02-04T21:14:13.309Z,37.836999999999996,-0.13295094376990427,0.08235340189297448,-0.9857588101403996,-0.0618185407295354
1612473209116,2021-02-04T21:14:13.320Z,37.876999999999995,-0.15226916431439128,0.08748528733365396,-0.9825081236117684,-0.06195331416499863
1612473209156,2021-02-04T21:14:13.323Z,37.917,-0.15863323976856236,0.08928554543308727,-0.9813225820008156,-0.062205921522780865
1612473209197,2021-02-04T21:14:13.334Z,37.958,-0.17020124077886414,0.09296926324673943,-0.979007529353556,-0.06270973766281941
1612473209236,2021-02-04T21:14:13.336Z,37.997,-0.18572312852063694,0.09873673548746413,-0.9755845133730174,-0.06318887453118896
1612473209277,2021-02-04T21:14:13.338Z,38.038000000000004,-0.1907211537895548,0.10075990974824788,-0.9743909278755596,-0.0635232379410247
1612473209317,2021-02-04T21:14:13.349Z,38.078,-0.20096737931654485,0.10445924634303756,-0.971921967822564,-0.06378139829134707
1612473209356,2021-02-04T21:14:13.351Z,38.117,-0.2161453556213311,0.1106203541394755,-0.9678698127305129,-0.06536320140864607
1612473209397,2021-02-04T21:14:13.353Z,38.158,-0.22180229118747452,0.11279592359144368,-0.9662758478172596,-0.06627072634411321
1612473209437,2021-02-04T21:14:13.365Z,38.198,-0.2339148186705589,0.11674537089723094,-0.9628010023474688,-0.06832719706747213
1612473209478,2021-02-04T21:14:13.367Z,38.239000000000004,-0.25193046760356635,0.12116109598433684,-0.9575952556127384,-0.06973058683889483
1612473209517,2021-02-04T21:14:13.369Z,38.278,-0.2576026026267981,0.12219258969712615,-0.9559620701279296,-0.06961602272273806
1612473209557,2021-02-04T21:14:13.380Z,38.318000000000005,-0.26882331732703824,0.12352551258363588,-0.95284116219812,-0.0675957944192704
1612473209598,2021-02-04T21:14:13.383Z,38.359,-0.2790527158626804,0.124580897393729,-0.9499165412592596,-0.06532799106264163
1612473209637,2021-02-04T21:14:13.393Z,38.398,-0.2884708795049044,0.12596474549127384,-0.9468490335093064,-0.0662898356724316
1612473209679,2021-02-04T21:14:13.395Z,38.44,-0.29677579662154496,0.12806436831552248,-0.9437777329068302,-0.06933422659002868
1612473209718,2021-02-04T21:14:13.398Z,38.479,-0.3044708250364208,0.13098032575201787,-0.9405798310233872,-0.07383259740488976
1612473209758,2021-02-04T21:14:13.409Z,38.519,-0.3123991513418452,0.13652727855889876,-0.9365638875552184,-0.08133361529928328
1612473209809,2021-02-04T21:14:13.411Z,38.57,-0.3170413563595198,0.1385465151171087,-0.9347813582678762,-0.0804577761405637
1612473209859,2021-02-04T21:14:13.441Z,38.62,-0.3212349673714576,0.14027690331162354,-0.933129470792452,-0.07999923045728792
1612473209898,2021-02-04T21:14:13.443Z,38.659,-0.325198426258594,0.14160697232423905,-0.9316155633652544,-0.07928361144483789
1612473209939,2021-02-04T21:14:13.469Z,38.7,-0.33227523266176645,0.14312252775187545,-0.9289134517721048,-0.07892344978722247
1612473209979,2021-02-04T21:14:13.472Z,38.74,-0.3341845574350967,0.14386334632077125,-0.9279847112545256,-0.08042633172757156
1612473210018,2021-02-04T21:14:13.474Z,38.779,-0.33768454072614584,0.14493791325187494,-0.9264458239268932,-0.08161058500699223
1612473210059,2021-02-04T21:14:13.485Z,38.82,-0.3420981541987228,0.14623617779925274,-0.9245787710966388,-0.08208489041182664
1612473210099,2021-02-04T21:14:13.487Z,38.86,-0.3430329960871716,0.14642005876829411,-0.9242417491554746,-0.08164997920254739
1612473210140,2021-02-04T21:14:13.499Z,38.900999999999996,-0.3432599640087631,0.14698631126902004,-0.9241215523602946,-0.08103689203954499
1612473210179,2021-02-04T21:14:13.500Z,38.94,-0.3405466795466732,0.14820175881778766,-0.924724414597176,-0.0833603909597348
1612473210219,2021-02-04T21:14:13.503Z,38.98,-0.33889438565709257,0.14871641672981367,-0.9251109282878144,-0.08487516201813625
1612473210260,2021-02-04T21:14:13.514Z,39.021,-0.3350320504638648,0.14954718034034634,-0.9261714046976642,-0.08715328527706785
1612473210300,2021-02-04T21:14:13.516Z,39.061,-0.3290679729317173,0.15046782468106526,-0.9278848115205502,-0.09001932834581598
1612473210341,2021-02-04T21:14:13.518Z,39.102,-0.3271444618919092,0.15082321646953015,-0.928441467383356,-0.0906934400619992
1612473210380,2021-02-04T21:14:13.529Z,39.141,-0.3239211026660964,0.15137965445706966,-0.9293691040241232,-0.09182803465955763
1612473210420,2021-02-04T21:14:13.531Z,39.181,-0.3188836675387136,0.15150128461875914,-0.9311688754636728,-0.09102248460487156
1612473210461,2021-02-04T21:14:13.534Z,39.222,-0.31734265655954164,0.15174728206537536,-0.9316664635522536,-0.09090655314960333
1612473210500,2021-02-04T21:14:13.545Z,39.260999999999996,-0.3143910617444659,0.15301242961500197,-0.9322608722457816,-0.09292536122090547
1612473210541,2021-02-04T21:14:13.547Z,39.302,-0.31096147787418343,0.1547480680224015,-0.9327565179439621,-0.09654673974139732
1612473210581,2021-02-04T21:14:13.549Z,39.342,-0.31004878003748576,0.15508177627239453,-0.9329176973758307,-0.09738565904918188
1612473210620,2021-02-04T21:14:13.561Z,39.381,-0.3084341696511067,0.15553693043959246,-0.9332403399163932,-0.09868684924445063
1612473210661,2021-02-04T21:14:13.563Z,39.422,-0.3064450737568519,0.15641715972382944,-0.9334520615240092,-0.10145115943479932
1612473210711,2021-02-04T21:14:13.574Z,39.472,-0.3054553196272657,0.15701189124594372,-0.9334520813251672,-0.10349650036832454
1612473210751,2021-02-04T21:14:13.576Z,39.512,-0.30495433576284176,0.1574886789456445,-0.9333578390441504,-0.10508717047401037
1612473210792,2021-02-04T21:14:13.578Z,39.553000000000004,-0.3046942168530777,0.15799939990256165,-0.9331688668133724,-0.10674029162863656
1612473210831,2021-02-04T21:14:13.589Z,39.592,-0.30457857412192746,0.1585055327798235,-0.932983421431158,-0.10793434855803856
1612473210872,2021-02-04T21:14:13.591Z,39.633,-0.30464381889967324,0.15885752876262696,-0.9327955079203756,-0.10885297223880988
1612473210912,2021-02-04T21:14:13.594Z,39.673,-0.3044249870669591,0.15904911455847326,-0.9327098811386159,-0.1099139847054796
1612473210951,2021-02-04T21:14:13.605Z,39.711999999999996,-0.3038027632858695,0.15936217784596268,-0.932764077071084,-0.11071925676137036
1612473210992,2021-02-04T21:14:13.607Z,39.753,-0.3029083133275296,0.15969442760011887,-0.9329598926175052,-0.11104090362417933
1612473211032,2021-02-04T21:14:13.609Z,39.793,-0.3023883509581116,0.1598633643608868,-0.9330857869705091,-0.11115711445372216
1612473211073,2021-02-04T21:14:13.620Z,39.834,-0.30074126692756115,0.16031843706837273,-0.933518165346088,-0.111339678783592
1612473211113,2021-02-04T21:14:13.623Z,39.874,-0.29998371625097914,0.16046961333535925,-0.9337515918943587,-0.11120808340675324
1612473211152,2021-02-04T21:14:13.634Z,39.913000000000004,-0.2995790135824325,0.16049863059785804,-0.933901833021352,-0.11099536241009107
1612473211193,2021-02-04T21:14:13.635Z,39.954,-0.2985677005504978,0.16044448364988015,-0.9343404315347306,-0.11010383214859198
1612473211233,2021-02-04T21:14:13.638Z,39.994,-0.2978651499204729,0.160318441175589,-0.9346422938355748,-0.10962724321836427
1612473211283,2021-02-04T21:14:13.649Z,40.044000000000004,-0.29707468288130645,0.1603935180161912,-0.93491076566771,-0.10937281384319024
1612473211324,2021-02-04T21:14:13.650Z,40.085,-0.2964327355452516,0.1603037083166355,-0.9352054261154212,-0.10872518273779692
1612473211363,2021-02-04T21:14:13.653Z,40.124,-0.2957063899595691,0.16034010075050367,-0.9354670966714878,-0.10839785087083016
1612473211404,2021-02-04T21:14:13.664Z,40.165,-0.29513528248236137,0.16032494475524298,-0.935694675038698,-0.1080118152218104
1612473211444,2021-02-04T21:14:13.666Z,40.205,-0.29482838175147097,0.16027759964371238,-0.9358367186731088,-0.10768914685058717
1612473211483,2021-02-04T21:14:13.668Z,40.244,-0.2948458942133379,0.16007179555071188,-0.9359348180824092,-0.10709311479154872
1612473211524,2021-02-04T21:14:13.679Z,40.285,-0.2947258996040977,0.15986359957130575,-0.9360862430355172,-0.10640873664465356
1612473211564,2021-02-04T21:14:13.682Z,40.325,-0.2946696788147825,0.15979838492668474,-0.9361406617591472,-0.10618341661089004
1612473211605,2021-02-04T21:14:13.684Z,40.366,-0.29475750262109296,0.15951907234913154,-0.9362477198603224,-0.10541293688061344
1612473211644,2021-02-04T21:14:13.695Z,40.405,-0.2946094191687217,0.15943869765427596,-0.9363443860076625,-0.1050894029829384
1612473211684,2021-02-04T21:14:13.698Z,40.445,-0.29430558806404444,0.1592950414509223,-0.9365316282948972,-0.1044883716340456
1612473211725,2021-02-04T21:14:13.709Z,40.486,-0.2934643512603354,0.15937051549209938,-0.9368127420786186,-0.10421899831735422
1612473211764,2021-02-04T21:14:13.711Z,40.525,-0.29323962290833483,0.15937124511349568,-0.9368973616126856,-0.1040896901270262
1612473211805,2021-02-04T21:14:13.713Z,40.566,-0.2927580796609339,0.15925415660026734,-0.9371373577418104,-0.10346203711254608
1612473211845,2021-02-04T21:14:13.724Z,40.606,-0.2920606876994592,0.15933899726171888,-0.937357549702961,-0.10330761185415953
1612473211885,2021-02-04T21:14:13.727Z,40.646,-0.2919594369856601,0.1594684464802398,-0.9373311942878462,-0.10363268763819243
1612473211926,2021-02-04T21:14:13.729Z,40.687,-0.2920442697069593,0.1596393566771516,-0.9372138779727668,-0.10419005358613596
1612473211965,2021-02-04T21:14:13.740Z,40.726,-0.2924415366882395,0.15935481453912295,-0.9372061741660774,-0.10357884826356624
1612473212006,2021-02-04T21:14:13.743Z,40.766999999999996,-0.2925641064962177,0.15919789742734994,-0.9372379950949532,-0.1031853361441097
1612473212046,2021-02-04T21:14:13.754Z,40.806999999999995,-0.2929199215339985,0.15894903618465686,-0.9372273010079444,-0.10265529557625877
1612473212085,2021-02-04T21:14:13.756Z,40.846,-0.2926742913693008,0.1586412153616354,-0.9374707479128872,-0.10160374386661412
1612473212126,2021-02-04T21:14:13.758Z,40.887,-0.29244467489203996,0.1586213864083388,-0.9375844308807884,-0.10124624867684497
1612473212166,2021-02-04T21:14:13.770Z,40.927,-0.29212616937240016,0.15866628149667136,-0.9376815358850812,-0.10119609450972862
1612473212207,2021-02-04T21:14:13.772Z,40.968,-0.2916837479948246,0.15872740170322056,-0.9378168361128156,-0.1011226236189708
1612473212257,2021-02-04T21:14:13.774Z,41.018,-0.2913518529234885,0.15875604691182035,-0.9379265683069736,-0.10101667105426683
1612473212296,2021-02-04T21:14:13.785Z,41.056999999999995,-0.2910537245969609,0.1588550768404648,-0.9379891243280856,-0.10113949081579232
