epoch (ms),time (-07:00),elapsed (s),W-Axis,X-Axis (i),Y-Axis (j),Z-Axis (k)
1613665093028,2021-02-18T16:19:49.143Z,36.184,0.2965529496012315,-0.8944990062222193,-0.3228918900929292,0.08757113258652671
1613665093067,2021-02-18T16:19:49.174Z,36.223,0.29702312778147605,-0.8943917064218115,-0.32298721019682136,0.08671792834277843
1613665093107,2021-02-18T16:19:49.188Z,36.263000000000005,0.2975906705745584,-0.8941864480469099,-0.32331758054521664,0.08565121730963861
1613665093146,2021-02-18T16:19:49.204Z,36.302,0.2980652582166877,-0.8937985808861988,-0.3241627040253185,0.0848512814813674
1613665093186,2021-02-18T16:19:49.219Z,36.342,0.29860271925024273,-0.8932461266187363,-0.3252267419519166,0.08470737663466549
1613665093225,2021-02-18T16:19:49.234Z,36.381,0.2992492185576271,-0.8925113314006466,-0.3265799842766817,0.08496435949230162
1613665093263,2021-02-18T16:19:49.249Z,36.419000000000004,0.29954353588919563,-0.8921606338032761,-0.32722769266021506,0.08511821635235554
1613665093303,2021-02-18T16:19:49.263Z,36.459,0.30030944959394584,-0.8915095174386836,-0.3281859575705877,0.08555110784965551
1613665093342,2021-02-18T16:19:49.279Z,36.498000000000005,0.30042546163232464,-0.8913608654566535,-0.32833109824368584,0.08613384620150936
1613665093382,2021-02-18T16:19:49.308Z,36.538000000000004,0.300342630061796,-0.8914339419041675,-0.3281956868124785,0.08618249791254662
1613665093422,2021-02-18T16:19:49.324Z,36.578,0.3000736064951289,-0.8922147343549242,-0.32637983275732296,0.08593545981887231
1613665093461,2021-02-18T16:19:49.368Z,36.617,0.29945056784678176,-0.8932236784703945,-0.3244033394510305,0.08510752604251068
1613665093501,2021-02-18T16:19:49.385Z,36.657,0.2990130037639081,-0.8941333482873943,-0.3224896974867952,0.08436334556745509
1613665093540,2021-02-18T16:19:49.399Z,36.696,0.2989381672530287,-0.8947112888729964,-0.32102873068808724,0.08407280056842027
1613665093580,2021-02-18T16:19:49.444Z,36.736,0.29885130262168624,-0.8950538005687585,-0.3203502335263677,0.08332059102253385
1613665093619,2021-02-18T16:19:49.446Z,36.775,0.29866382581091666,-0.8948075180878081,-0.3210651032830796,0.08388458844953994
1613665093657,2021-02-18T16:19:49.474Z,36.813,0.2985272961003894,-0.8942430887904891,-0.3223852275320363,0.08531422333088973
1613665093697,2021-02-18T16:19:49.490Z,36.853,0.298494769033937,-0.8940409528050793,-0.32279955723094683,0.08597728431549369
1613665093737,2021-02-18T16:19:49.518Z,36.893,0.2981324533332741,-0.8945115094770698,-0.32157971062703283,0.08690621033948683
1613665093776,2021-02-18T16:19:49.520Z,36.931999999999995,0.2975854307828987,-0.8957047031786061,-0.3187862692776674,0.08678312399025674
1613665093816,2021-02-18T16:19:49.550Z,36.972,0.2972057417980344,-0.8972210797610505,-0.31499284718859705,0.08627043117265565
1613665093855,2021-02-18T16:19:49.578Z,37.010999999999996,0.2968024378582641,-0.8988775533389426,-0.3109942962011343,0.08491174662641532
1613665093895,2021-02-18T16:19:49.593Z,37.051,0.29656008553082713,-0.9001883913241034,-0.3077278335737804,0.08376488667251268
1613665093934,2021-02-18T16:19:49.595Z,37.09,0.29649740947136605,-0.9009679751520768,-0.3056318408674719,0.08327767873263509
1613665093974,2021-02-18T16:19:49.623Z,37.13,0.29690526338948964,-0.9010680639190964,-0.3049735806890955,0.08315481849165689
1613665094013,2021-02-18T16:19:49.625Z,37.169000000000004,0.2972413265665923,-0.9009395403483608,-0.30498426910296805,0.08330746675745974
1613665094053,2021-02-18T16:19:49.654Z,37.209,0.2979235806307908,-0.9004996033821215,-0.3053704997891909,0.0842072578301337
1613665094091,2021-02-18T16:19:49.668Z,37.247,0.2981800957959341,-0.9006044445553026,-0.3047204001901616,0.08453249449951153
1613665094131,2021-02-18T16:19:49.684Z,37.287,0.298101648582886,-0.9012915705928102,-0.302849562432754,0.08420839877827231
1613665094170,2021-02-18T16:19:49.699Z,37.326,0.29776582310338706,-0.9024383072301448,-0.30005593301510963,0.08310868364728807
1613665094210,2021-02-18T16:19:49.715Z,37.366,0.2977405756066973,-0.9035669975976568,-0.297094126488111,0.08156169748120216
1613665094249,2021-02-18T16:19:49.730Z,37.405,0.2981884989757162,-0.904267166362702,-0.2949194187423473,0.08004403391667925
1613665094289,2021-02-18T16:19:49.758Z,37.445,0.2985325347913705,-0.9045132121686514,-0.29397097790339954,0.07946847698242594
1613665094328,2021-02-18T16:19:49.761Z,37.484,0.299100679344886,-0.9043694348347541,-0.2939544449369046,0.07902843319927286
1613665094368,2021-02-18T16:19:49.775Z,37.524,0.2998035237976417,-0.9036884833255686,-0.295128137901215,0.07977690419044675
1613665094407,2021-02-18T16:19:49.789Z,37.563,0.29993222508168105,-0.9027978146478288,-0.29717802310895924,0.08174343279864812
1613665094447,2021-02-18T16:19:49.863Z,37.603,0.2994504618795684,-0.9027106510168502,-0.2976944950847575,0.0825886736609733
1613665094485,2021-02-18T16:19:49.865Z,37.641,0.2983357109610375,-0.9034546975713132,-0.2966692776140499,0.08217513444867139
1613665094525,2021-02-18T16:19:49.894Z,37.681,0.29653960356825354,-0.9048975978712352,-0.2944506914225826,0.08076751329101439
1613665094564,2021-02-18T16:19:49.923Z,37.72,0.2944095944808392,-0.9064937921754368,-0.2919835610036037,0.07960901662926485
1613665094604,2021-02-18T16:19:49.940Z,37.76,0.2926464949675494,-0.9079925425179868,-0.2893706472660136,0.07856335160733938
1613665094643,2021-02-18T16:19:49.955Z,37.799,0.2919290183939699,-0.9086730745246084,-0.28808923122993785,0.07807231713528051
1613665094683,2021-02-18T16:19:49.984Z,37.839,0.2906638033236861,-0.9098330681656844,-0.2857849301710666,0.07775162504247167
1613665094722,2021-02-18T16:19:49.999Z,37.878,0.29054133396359744,-0.909695599360806,-0.2861241023053782,0.07856620038018387
1613665094762,2021-02-18T16:19:50.028Z,37.918,0.29088741086483755,-0.9091972718820536,-0.2871420891836922,0.07933634489820662
1613665094801,2021-02-18T16:19:50.044Z,37.957,0.2912430500517904,-0.9089310666753624,-0.28756814749260523,0.07953843332999302
1613665094841,2021-02-18T16:19:50.058Z,37.997,0.2930446268612151,-0.9078850723216106,-0.28889697422514243,0.0800504866125894
1613665094881,2021-02-18T16:19:50.060Z,38.037,0.2944872464239009,-0.907327939506274,-0.28919197349668585,0.08000796429143703
1613665094919,2021-02-18T16:19:50.075Z,38.075,0.2957495089207835,-0.9070307614300837,-0.2889606256514104,0.07955616013749882
1613665094958,2021-02-18T16:19:50.104Z,38.114000000000004,0.2961165628607141,-0.9069151608727952,-0.2889372581593897,0.07959354889664634
1613665094998,2021-02-18T16:19:50.118Z,38.154,0.29642383675022865,-0.9064901410965324,-0.2898496141959397,0.07997333462803465
1613665095037,2021-02-18T16:19:50.134Z,38.193000000000005,0.2963536310976566,-0.9061533868361916,-0.29095026858675216,0.08005314528380437
1613665095077,2021-02-18T16:19:50.178Z,38.233000000000004,0.29620258447852243,-0.9055243327851746,-0.2929086946666505,0.0805866506990275
1613665095116,2021-02-18T16:19:50.180Z,38.272,0.2961977503073451,-0.9048881969498044,-0.2946789781923493,0.08129294892740167
1613665095156,2021-02-18T16:19:50.208Z,38.312,0.2961280183275233,-0.9045533030005026,-0.29557970917098475,0.08200094096222829
1613665095196,2021-02-18T16:19:50.224Z,38.352,0.2960810294927357,-0.9045988377140448,-0.29551020543174245,0.08191877237001577
1613665095235,2021-02-18T16:19:50.269Z,38.391,0.29581603623564906,-0.9051197752522936,-0.29441382870572697,0.08106517513643864
1613665095275,2021-02-18T16:19:50.283Z,38.431,0.29542923224555273,-0.9059753408482224,-0.29266188883098304,0.07924184081425531
1613665095313,2021-02-18T16:19:50.285Z,38.469,0.2948899355730315,-0.906738210341746,-0.2914886049802192,0.07681234907660868
1613665095352,2021-02-18T16:19:50.313Z,38.508,0.2943732212416861,-0.9070948820201404,-0.2912670876208026,0.07541064445790524
1613665095392,2021-02-18T16:19:50.328Z,38.548,0.291535342880201,-0.9081594321920818,-0.29165598604844223,0.0720442598295664
1613665095431,2021-02-18T16:19:50.330Z,38.586999999999996,0.2899876957280713,-0.9082120067126368,-0.2935833942178341,0.06976301189645383
1613665095471,2021-02-18T16:19:50.344Z,38.626999999999995,0.29025832657361456,-0.9070716401761608,-0.2968702110315758,0.06956451138966012
1613665095510,2021-02-18T16:19:50.359Z,38.666,0.2907822901962306,-0.9053373569053412,-0.3011444699677007,0.07156771693828683
1613665095550,2021-02-18T16:19:50.374Z,38.705999999999996,0.2914005567770292,-0.9041873620686054,-0.3036662254670139,0.07292292709478262
1613665095590,2021-02-18T16:19:50.403Z,38.746,0.2919983080479843,-0.9039623175749064,-0.30383962725691865,0.07259888022617972
1613665095629,2021-02-18T16:19:50.419Z,38.785,0.2920503195382487,-0.9045633318022142,-0.3022200894371055,0.07165756873570439
