epoch (ms),time (-07:00),elapsed (s),X-Axis (T),Y-Axis (T),Z-Axis (T)
1613058850260,2021-02-11T15:55:34.583Z,-0.006999999999999999,,,
1613058850299,2021-02-11T15:55:34.585Z,0.032,-9.458333015441896,24.08194351196289,-139.74722290039062
1613058850340,2021-02-11T15:55:34.587Z,0.073,-8.770833015441895,29.64444351196289,-141.30972290039062
1613058850380,2021-02-11T15:55:34.598Z,0.113,-9.520833015441896,31.89444351196289,-139.74722290039062
1613058850419,2021-02-11T15:55:34.601Z,0.152,-8.770833015441895,33.39444351196289,-139.74722290039062
1613058850460,2021-02-11T15:55:34.603Z,0.193,-9.520833015441896,33.76944351196289,-140.18472290039062
1613058850500,2021-02-11T15:55:34.614Z,0.233,-9.145833015441896,33.76944351196289,-141.37222290039062
1613058850541,2021-02-11T15:55:34.616Z,0.27399999999999997,-9.520833015441896,32.26944351196289,-140.55972290039062
1613058850580,2021-02-11T15:55:34.628Z,0.313,-8.770833015441895,31.89444351196289,-140.18472290039062
1613058850620,2021-02-11T15:55:34.630Z,0.353,-9.895833015441896,31.89444351196289,-141.37222290039062
1613058850661,2021-02-11T15:55:34.632Z,0.39399999999999996,-9.520833015441896,32.26944351196289,-139.80972290039062
1613058850700,2021-02-11T15:55:34.643Z,0.433,-9.520833015441896,20.33194351196289,-139.80972290039062
1613058850741,2021-02-11T15:55:34.646Z,0.474,-9.895833015441896,30.76944351196289,-140.18472290039062
1613058850781,2021-02-11T15:55:34.647Z,0.514,-9.895833015441896,33.01944351196289,-139.37222290039062
1613058850821,2021-02-11T15:55:34.658Z,0.5539999999999999,-9.520833015441896,24.45694351196289,-139.80972290039062
1613058850862,2021-02-11T15:55:34.661Z,0.595,-9.895833015441896,33.39444351196289,-140.18472290039062
1613058850901,2021-02-11T15:55:34.663Z,0.634,-9.520833015441896,32.26944351196289,-140.18472290039062
1613058850942,2021-02-11T15:55:34.674Z,0.675,-9.895833015441896,32.64444351196289,-140.18472290039062
1613058850982,2021-02-11T15:55:34.676Z,0.715,-9.520833015441896,32.64444351196289,-138.99722290039062
1613058851021,2021-02-11T15:55:34.688Z,0.754,-9.145833015441896,30.76944351196289,-139.80972290039062
1613058851062,2021-02-11T15:55:34.690Z,0.795,-9.895833015441896,32.26944351196289,-140.55972290039062
1613058851102,2021-02-11T15:55:34.692Z,0.835,-9.145833015441896,32.26944351196289,-140.24722290039062
1613058851141,2021-02-11T15:55:34.703Z,0.8740000000000001,-9.520833015441896,32.64444351196289,-138.99722290039062
1613058851182,2021-02-11T15:55:34.706Z,0.915,-8.395833015441895,32.26944351196289,-140.55972290039062
1613058851222,2021-02-11T15:55:34.707Z,0.955,-9.520833015441896,31.89444351196289,-139.05972290039062
1613058851263,2021-02-11T15:55:34.718Z,0.996,-8.395833015441895,32.26944351196289,-139.37222290039062
1613058851302,2021-02-11T15:55:34.722Z,1.035,-9.145833015441896,33.39444351196289,-140.62222290039062
1613058851342,2021-02-11T15:55:34.723Z,1.075,-8.770833015441895,34.14444351196289,-138.62222290039062
1613058851383,2021-02-11T15:55:34.735Z,1.1159999999999999,-8.395833015441895,34.14444351196289,-138.24722290039062
1613058851423,2021-02-11T15:55:34.736Z,1.156,-8.395833015441895,33.39444351196289,-140.62222290039062
1613058851472,2021-02-11T15:55:34.737Z,1.205,-10.270833015441896,33.01944351196289,-138.62222290039062
1613058851513,2021-02-11T15:55:34.749Z,1.246,-9.145833015441896,31.51944351196289,-138.62222290039062
1613058851563,2021-02-11T15:55:34.751Z,1.296,-8.770833015441895,29.26944351196289,-138.99722290039062
1613058851604,2021-02-11T15:55:34.753Z,1.337,-9.520833015441896,27.45694351196289,-138.62222290039062
1613058851644,2021-02-11T15:55:34.765Z,1.3769999999999998,-7.645833492279053,24.83194351196289,-138.24722290039062
1613058851683,2021-02-11T15:55:34.767Z,1.416,-8.770833015441895,29.64444351196289,-139.43472290039062
1613058851724,2021-02-11T15:55:34.778Z,1.4569999999999999,-9.145833015441896,32.64444351196289,-139.05972290039062
1613058851764,2021-02-11T15:55:34.780Z,1.4969999999999999,-8.770833015441895,26.70694351196289,-139.05972290039062
1613058851803,2021-02-11T15:55:34.782Z,1.536,-8.395833015441895,30.76944351196289,-138.24722290039062
1613058851844,2021-02-11T15:55:34.793Z,1.577,-8.770833015441895,33.39444351196289,-136.68472290039062
1613058851884,2021-02-11T15:55:34.796Z,1.617,-8.020833015441895,29.64444351196289,-137.87222290039062
1613058851925,2021-02-11T15:55:34.797Z,1.6580000000000001,-7.645833492279053,32.26944351196289,-138.68472290039062
1613058851965,2021-02-11T15:55:34.809Z,1.6980000000000002,-6.895833492279053,32.64444351196289,-137.05972290039062
1613058852004,2021-02-11T15:55:34.811Z,1.7369999999999999,-6.895833492279053,33.39444351196289,-136.68472290039062
1613058852045,2021-02-11T15:55:34.813Z,1.778,-6.520833492279053,33.01944351196289,-137.05972290039062
1613058852085,2021-02-11T15:55:34.824Z,1.818,-7.645833492279053,33.76944351196289,-135.49722290039062
1613058852126,2021-02-11T15:55:34.827Z,1.859,-7.270833492279053,32.26944351196289,-135.87222290039062
1613058852165,2021-02-11T15:55:34.838Z,1.8980000000000001,-6.520833492279053,33.01944351196289,-136.24722290039062
1613058852205,2021-02-11T15:55:34.841Z,1.9380000000000002,-6.895833492279053,31.89444351196289,-135.49722290039062
1613058852246,2021-02-11T15:55:34.842Z,1.979,-7.270833492279053,31.89444351196289,-136.24722290039062
1613058852285,2021-02-11T15:55:34.854Z,2.0180000000000002,-5.770833492279053,33.39444351196289,-135.12222290039062
1613058852326,2021-02-11T15:55:34.856Z,2.059,-5.395833492279053,33.39444351196289,-134.30972290039062
1613058852366,2021-02-11T15:55:34.858Z,2.099,-5.770833492279053,33.39444351196289,-136.24722290039062
1613058852406,2021-02-11T15:55:34.869Z,2.1390000000000002,-5.395833492279053,31.89444351196289,-134.68472290039062
1613058852447,2021-02-11T15:55:34.872Z,2.18,-6.520833492279053,31.89444351196289,-132.74722290039062
1613058852486,2021-02-11T15:55:34.883Z,2.219,-6.520833492279053,31.89444351196289,-132.74722290039062
1613058852527,2021-02-11T15:55:34.914Z,2.26,-5.020833492279053,29.64444351196289,-131.93472290039062
1613058852567,2021-02-11T15:55:34.917Z,2.3,-4.645833492279053,30.76944351196289,-130.30972290039062
1613058852606,2021-02-11T15:55:34.928Z,2.339,-4.270833492279054,31.51944351196289,-130.74722290039062
1613058852647,2021-02-11T15:55:34.930Z,2.38,-3.8958332538604736,28.58194351196289,-129.18472290039062
1613058852687,2021-02-11T15:55:34.932Z,2.42,-5.395833492279053,31.51944351196289,-128.74722290039062
1613058852728,2021-02-11T15:55:34.943Z,2.461,-4.270833492279054,29.64444351196289,-128.37222290039062
1613058852767,2021-02-11T15:55:34.946Z,2.5,-3.8958332538604736,11.769444465637207,-127.99722290039062
1613058852807,2021-02-11T15:55:34.948Z,2.54,-3.5208332538604736,22.95694351196289,-128.80972290039062
1613058852848,2021-02-11T15:55:34.959Z,2.5810000000000004,-4.645833492279053,24.83194351196289,-127.18472290039062
1613058852887,2021-02-11T15:55:34.961Z,2.62,-5.020833492279053,30.39444351196289,-130.37222290039062
1613058852927,2021-02-11T15:55:34.963Z,2.66,-3.8958332538604736,28.95694351196289,-128.37222290039062
1613058852968,2021-02-11T15:55:34.975Z,2.701,-2.7708332538604736,28.95694351196289,-127.18472290039062
1613058853018,2021-02-11T15:55:34.977Z,2.7510000000000003,-3.5208332538604736,28.20694351196289,-128.37222290039062
1613058853059,2021-02-11T15:55:34.988Z,2.792,-3.5208332538604736,28.58194351196289,-127.55972290039062
1613058853109,2021-02-11T15:55:34.991Z,2.842,-3.1458332538604736,28.58194351196289,-127.18472290039062
1613058853148,2021-02-11T15:55:34.993Z,2.8810000000000002,-3.8958332538604736,25.95694351196289,-127.99722290039062
1613058853189,2021-02-11T15:55:35.003Z,2.9219999999999997,-4.270833492279054,28.58194351196289,-127.18472290039062
1613058853229,2021-02-11T15:55:35.006Z,2.9619999999999997,-4.645833492279053,28.95694351196289,-126.80972290039062
1613058853268,2021-02-11T15:55:35.007Z,3.0010000000000003,-3.8958332538604736,29.26944351196289,-127.62222290039062
1613058853309,2021-02-11T15:55:35.019Z,3.042,-3.1458332538604736,29.64444351196289,-127.18472290039062
1613058853349,2021-02-11T15:55:35.021Z,3.082,-2.7708332538604736,30.01944351196289,-127.62222290039062
1613058853399,2021-02-11T15:55:35.023Z,3.1319999999999997,-3.5208332538604736,29.64444351196289,-128.80972290039062
1613058853440,2021-02-11T15:55:35.035Z,3.173,-4.645833492279053,31.14444351196289,-127.62222290039062
1613058853479,2021-02-11T15:55:35.037Z,3.2119999999999997,-4.645833492279053,30.01944351196289,-127.55972290039062
1613058853520,2021-02-11T15:55:35.048Z,3.253,-4.270833492279054,28.58194351196289,-129.18472290039062
1613058853560,2021-02-11T15:55:35.050Z,3.293,-3.8958332538604736,30.01944351196289,-129.55972290039062
1613058853599,2021-02-11T15:55:35.053Z,3.332,-3.1458332538604736,29.26944351196289,-127.99722290039062
1613058853640,2021-02-11T15:55:35.063Z,3.373,-3.1458332538604736,29.64444351196289,-127.62222290039062
1613058853680,2021-02-11T15:55:35.066Z,3.4130000000000003,-3.5208332538604736,17.70694351196289,-126.80972290039062
1613058853721,2021-02-11T15:55:35.067Z,3.4539999999999997,-3.5208332538604736,27.83194351196289,-127.99722290039062
1613058853771,2021-02-11T15:55:35.080Z,3.5039999999999996,-3.8958332538604736,28.58194351196289,-126.80972290039062
1613058853821,2021-02-11T15:55:35.083Z,3.554,-4.645833492279053,23.70694351196289,-127.99722290039062
1613058853860,2021-02-11T15:55:35.093Z,3.593,-2.7708332538604736,28.20694351196289,-127.18472290039062
1613058853901,2021-02-11T15:55:35.096Z,3.634,-5.020833492279053,30.01944351196289,-127.18472290039062
1613058853941,2021-02-11T15:55:35.097Z,3.674,-4.270833492279054,30.01944351196289,-128.37222290039062
1613058853982,2021-02-11T15:55:35.108Z,3.715,-4.270833492279054,23.70694351196289,-128.80972290039062
1613058854021,2021-02-11T15:55:35.111Z,3.7539999999999996,-2.7708332538604736,20.33194351196289,-127.55972290039062
1613058854061,2021-02-11T15:55:35.113Z,3.7939999999999996,-3.1458332538604736,23.70694351196289,-127.99722290039062
1613058854102,2021-02-11T15:55:35.124Z,3.835,-5.020833492279053,28.95694351196289,-127.99722290039062
1613058854141,2021-02-11T15:55:35.126Z,3.8739999999999997,-3.1458332538604736,28.95694351196289,-127.18472290039062
1613058854181,2021-02-11T15:55:35.128Z,3.9139999999999997,-4.645833492279053,29.64444351196289,-128.37222290039062
1613058854222,2021-02-11T15:55:35.140Z,3.955,-4.645833492279053,30.01944351196289,-127.99722290039062
1613058854261,2021-02-11T15:55:35.142Z,3.9939999999999998,-2.7708332538604736,28.95694351196289,-126.80972290039062
1613058854302,2021-02-11T15:55:35.153Z,4.035,-5.020833492279053,27.83194351196289,-129.55972290039062
1613058854342,2021-02-11T15:55:35.155Z,4.075,-4.645833492279053,28.20694351196289,-127.18472290039062
1613058854382,2021-02-11T15:55:35.158Z,4.115,-5.395833492279053,31.14444351196289,-128.37222290039062
1613058854423,2021-02-11T15:55:35.169Z,4.156000000000001,-4.645833492279053,30.39444351196289,-129.93472290039062
1613058854462,2021-02-11T15:55:35.172Z,4.195,-5.395833492279053,31.51944351196289,-129.18472290039062
1613058854503,2021-02-11T15:55:35.173Z,4.236000000000001,-4.645833492279053,30.76944351196289,-129.55972290039062
1613058854543,2021-02-11T15:55:35.185Z,4.276,-5.770833492279053,30.76944351196289,-131.93472290039062
1613058854593,2021-02-11T15:55:35.187Z,4.3260000000000005,-5.020833492279053,30.76944351196289,-129.55972290039062
1613058854634,2021-02-11T15:55:35.198Z,4.367,-4.270833492279054,28.58194351196289,-131.93472290039062
1613058854673,2021-02-11T15:55:35.201Z,4.406000000000001,-6.145833492279053,28.58194351196289,-131.55972290039062
1613058854713,2021-02-11T15:55:35.202Z,4.446000000000001,-5.395833492279053,31.14444351196289,-133.93472290039062
1613058854754,2021-02-11T15:55:35.213Z,4.487,-6.145833492279053,18.83194351196289,-133.12222290039062
1613058854793,2021-02-11T15:55:35.216Z,4.526,-6.520833492279053,31.89444351196289,-134.68472290039062
1613058854834,2021-02-11T15:55:35.218Z,4.567,-8.020833015441895,32.26944351196289,-135.49722290039062
1613058854874,2021-02-11T15:55:35.229Z,4.607,-8.395833015441895,31.51944351196289,-135.87222290039062
1613058854913,2021-02-11T15:55:35.231Z,4.646,-8.395833015441895,31.51944351196289,-135.87222290039062
1613058854954,2021-02-11T15:55:35.243Z,4.687,-8.770833015441895,32.26944351196289,-136.30972290039062
1613058854994,2021-02-11T15:55:35.246Z,4.727,-8.020833015441895,31.51944351196289,-137.49722290039062
1613058855035,2021-02-11T15:55:35.248Z,4.768,-8.770833015441895,31.89444351196289,-136.68472290039062
1613058855074,2021-02-11T15:55:35.259Z,4.8069999999999995,-9.145833015441896,28.58194351196289,-137.12222290039062
1613058855114,2021-02-11T15:55:35.261Z,4.8469999999999995,-9.895833015441896,29.64444351196289,-138.30972290039062
1613058855155,2021-02-11T15:55:35.263Z,4.888,-7.645833492279053,28.95694351196289,-136.30972290039062
1613058855195,2021-02-11T15:55:35.274Z,4.928,-9.520833015441896,27.83194351196289,-137.87222290039062
1613058855236,2021-02-11T15:55:35.276Z,4.968999999999999,-7.645833492279053,24.45694351196289,-136.68472290039062
1613058855275,2021-02-11T15:55:35.278Z,5.008,-9.895833015441896,31.14444351196289,-135.49722290039062
