epoch (ms),time (-07:00),elapsed (s),X-Axis (T),Y-Axis (T),Z-Axis (T)
1613783387518,2021-02-20T01:11:07.933Z,29.074,12.56666660308838,-35.54861068725586,8.347222328186035
1613783387558,2021-02-20T01:11:07.945Z,29.114,11.44166660308838,-36.67361068725586,8.347222328186035
1613783387599,2021-02-20T01:11:07.947Z,29.155,12.19166660308838,-37.73611068725586,7.159722328186035
1613783387640,2021-02-20T01:11:07.949Z,29.195999999999998,12.94166660308838,-37.04861068725586,8.784722328186035
1613783387679,2021-02-20T01:11:07.960Z,29.235,12.56666660308838,-37.73611068725586,7.159722328186035
1613783387720,2021-02-20T01:11:07.963Z,29.276,12.19166660308838,-37.04861068725586,8.347222328186035
1613783387760,2021-02-20T01:11:07.965Z,29.316,11.81666660308838,-36.67361068725586,7.972222328186035
1613783387801,2021-02-20T01:11:07.976Z,29.357,12.56666660308838,-40.29861068725586,7.972222328186035
1613783387840,2021-02-20T01:11:07.978Z,29.396,12.56666660308838,-37.73611068725586,6.347222328186035
1613783387881,2021-02-20T01:11:07.989Z,29.436999999999998,11.12916660308838,-38.11111068725586,7.972222328186035
1613783387921,2021-02-20T01:11:07.991Z,29.476999999999997,11.81666660308838,-52.23611068725586,7.159722328186035
1613783387962,2021-02-20T01:11:07.993Z,29.518,12.56666660308838,-38.11111068725586,5.909722328186035
1613783388001,2021-02-20T01:11:08.004Z,29.557,11.81666660308838,-36.67361068725586,7.159722328186035
1613783388043,2021-02-20T01:11:08.007Z,29.599,11.81666660308838,-52.92361068725586,7.159722328186035
1613783388082,2021-02-20T01:11:08.009Z,29.638,11.81666660308838,-38.11111068725586,7.534722328186035
1613783388123,2021-02-20T01:11:08.020Z,29.679000000000002,12.94166660308838,-37.73611068725586,7.159722328186035
1613783388164,2021-02-20T01:11:08.028Z,29.72,13.25416660308838,-42.42361068725586,6.722222328186035
1613783388204,2021-02-20T01:11:08.029Z,29.76,12.19166660308838,-38.86111068725586,5.534722328186035
1613783388245,2021-02-20T01:11:08.036Z,29.801,12.19166660308838,-42.42361068725586,6.784722328186035
1613783388284,2021-02-20T01:11:08.038Z,29.84,12.56666660308838,-44.61111068725586,3.909722328186035
1613783388325,2021-02-20T01:11:08.040Z,29.881,12.19166660308838,-38.11111068725586,5.534722328186035
1613783388365,2021-02-20T01:11:08.051Z,29.921,12.94166660308838,-38.86111068725586,7.159722328186035
1613783388406,2021-02-20T01:11:08.054Z,29.962,12.56666660308838,-38.48611068725586,5.159722328186035
1613783388445,2021-02-20T01:11:08.065Z,30.000999999999998,13.62916660308838,-37.04861068725586,5.534722328186035
1613783388486,2021-02-20T01:11:08.068Z,30.041999999999998,12.19166660308838,-36.67361068725586,7.972222328186035
1613783388526,2021-02-20T01:11:08.070Z,30.081999999999997,12.56666660308838,-39.17361068725586,5.909722328186035
1613783388567,2021-02-20T01:11:08.081Z,30.123,12.19166660308838,-37.04861068725586,6.347222328186035
1613783388606,2021-02-20T01:11:08.083Z,30.162,12.19166660308838,-37.73611068725586,7.534722328186035
1613783388647,2021-02-20T01:11:08.112Z,30.203000000000003,12.56666660308838,-39.92361068725586,5.159722328186035
1613783388687,2021-02-20T01:11:08.114Z,30.243000000000002,12.19166660308838,-37.36111068725586,6.347222328186035
1613783388728,2021-02-20T01:11:08.125Z,30.284000000000002,12.19166660308838,-37.73611068725586,7.972222328186035
1613783388769,2021-02-20T01:11:08.127Z,30.325,12.19166660308838,-39.17361068725586,6.784722328186035
1613783388809,2021-02-20T01:11:08.129Z,30.365,11.81666660308838,-37.04861068725586,7.972222328186035
1613783388850,2021-02-20T01:11:08.140Z,30.406,12.56666660308838,-37.04861068725586,7.597222328186035
1613783388889,2021-02-20T01:11:08.143Z,30.445,12.56666660308838,-37.04861068725586,7.597222328186035
1613783388930,2021-02-20T01:11:08.145Z,30.486,11.81666660308838,-36.29861068725586,9.972222328186037
1613783388970,2021-02-20T01:11:08.156Z,30.526,11.81666660308838,-38.48611068725586,8.784722328186035
1613783389011,2021-02-20T01:11:08.158Z,30.566999999999997,13.25416660308838,-36.67361068725586,10.784722328186037
1613783389050,2021-02-20T01:11:08.170Z,30.605999999999998,12.94166660308838,-37.36111068725586,9.972222328186037
1613783389091,2021-02-20T01:11:08.171Z,30.647,12.56666660308838,-36.67361068725586,9.597222328186037
1613783389131,2021-02-20T01:11:08.173Z,30.686999999999998,12.19166660308838,-39.17361068725586,11.222222328186037
1613783389172,2021-02-20T01:11:08.184Z,30.728,11.81666660308838,-44.23611068725586,11.597222328186035
1613783389211,2021-02-20T01:11:08.187Z,30.767,12.19166660308838,-41.36111068725586,11.222222328186037
1613783389252,2021-02-20T01:11:08.189Z,30.808000000000003,12.56666660308838,-38.48611068725586,12.409722328186035
1613783389292,2021-02-20T01:11:08.200Z,30.848000000000003,10.75416660308838,-37.36111068725586,9.972222328186037
1613783389333,2021-02-20T01:11:08.202Z,30.889,11.44166660308838,-38.79861068725586,9.222222328186037
1613783389374,2021-02-20T01:11:08.205Z,30.93,12.56666660308838,-37.73611068725586,8.347222328186035
1613783389414,2021-02-20T01:11:08.216Z,30.97,11.44166660308838,-38.48611068725586,7.159722328186035
1613783389455,2021-02-20T01:11:08.218Z,31.011,10.75416660308838,-37.73611068725586,4.347222328186035
1613783389494,2021-02-20T01:11:08.229Z,31.05,10.37916660308838,-36.29861068725586,4.347222328186035
1613783389535,2021-02-20T01:11:08.231Z,31.090999999999998,10.00416660308838,-39.17361068725586,3.909722328186035
1613783389575,2021-02-20T01:11:08.234Z,31.131,9.31666660308838,-37.36111068725586,3.472222328186035
1613783389616,2021-02-20T01:11:08.244Z,31.171999999999997,10.00416660308838,-37.73611068725586,3.534722328186035
1613783389655,2021-02-20T01:11:08.248Z,31.211,10.00416660308838,-37.36111068725586,2.722222328186035
1613783389696,2021-02-20T01:11:08.250Z,31.252,9.62916660308838,-36.67361068725586,0.6597222089767456
1613783389736,2021-02-20T01:11:08.261Z,31.291999999999998,8.941666603088379,-36.67361068725586,-0.1527777761220932
1613783389777,2021-02-20T01:11:08.263Z,31.333000000000002,8.191666603088379,-39.17361068725586,0.2847222089767456
1613783389816,2021-02-20T01:11:08.274Z,31.372,8.941666603088379,-37.73611068725586,-1.7777777910232544
1613783389857,2021-02-20T01:11:08.276Z,31.413,7.504166603088379,-36.29861068725586,-2.590277671813965
1613783389898,2021-02-20T01:11:08.278Z,31.454,7.879166603088379,-49.29861068725586,-0.9652777910232544
1613783389938,2021-02-20T01:11:08.289Z,31.494,6.754166603088379,-38.86111068725586,-2.1527776718139653
1613783389979,2021-02-20T01:11:08.292Z,31.535,7.504166603088379,-35.92361068725586,-1.3402777910232544
1613783390019,2021-02-20T01:11:08.294Z,31.575,7.129166603088379,-54.73611068725586,-0.1527777761220932
1613783390060,2021-02-20T01:11:08.305Z,31.616,7.504166603088379,-38.86111068725586,-1.7777777910232544
1613783390099,2021-02-20T01:11:08.307Z,31.655,7.504166603088379,-40.61111068725586,-0.1527777761220932
1613783390140,2021-02-20T01:11:08.310Z,31.695999999999998,7.129166603088379,-47.17361068725586,-1.3402777910232544
1613783390180,2021-02-20T01:11:08.321Z,31.736,7.504166603088379,-37.36111068725586,-1.3402777910232544
1613783390221,2021-02-20T01:11:08.323Z,31.776999999999997,6.379166603088379,-36.67361068725586,0.2847222089767456
1613783390260,2021-02-20T01:11:08.325Z,31.816,8.191666603088379,-39.54861068725586,1.0972222089767456
1613783390301,2021-02-20T01:11:08.336Z,31.857,8.191666603088379,-36.67361068725586,3.097222328186035
1613783390341,2021-02-20T01:11:08.338Z,31.897,8.191666603088379,-38.48611068725586,4.347222328186035
1613783390382,2021-02-20T01:11:08.349Z,31.938000000000002,8.191666603088379,-38.86111068725586,3.097222328186035
1613783390421,2021-02-20T01:11:08.351Z,31.976999999999997,7.816666603088379,-37.36111068725586,4.347222328186035
1613783390462,2021-02-20T01:11:08.354Z,32.018,8.566666603088379,-36.29861068725586,6.347222328186035
1613783390503,2021-02-20T01:11:08.365Z,32.059,8.941666603088379,-38.48611068725586,5.534722328186035
1613783390543,2021-02-20T01:11:08.367Z,32.099000000000004,9.62916660308838,-37.04861068725586,5.159722328186035
1613783390584,2021-02-20T01:11:08.370Z,32.14,10.37916660308838,-36.29861068725586,6.784722328186035
1613783390624,2021-02-20T01:11:08.381Z,32.18,9.62916660308838,-39.92361068725586,6.784722328186035
1613783390665,2021-02-20T01:11:08.383Z,32.221,9.62916660308838,-37.36111068725586,6.722222328186035
1613783390704,2021-02-20T01:11:08.385Z,32.26,10.00416660308838,-38.48611068725586,8.784722328186035
1613783390745,2021-02-20T01:11:08.396Z,32.301,10.00416660308838,-37.73611068725586,7.534722328186035
1613783390785,2021-02-20T01:11:08.398Z,32.341,8.941666603088379,-37.04861068725586,7.972222328186035
1613783390826,2021-02-20T01:11:08.409Z,32.382,10.00416660308838,-37.04861068725586,11.222222328186037
1613783390865,2021-02-20T01:11:08.411Z,32.421,10.37916660308838,-38.86111068725586,11.222222328186037
1613783390906,2021-02-20T01:11:08.414Z,32.461999999999996,10.75416660308838,-39.54861068725586,12.034722328186035
1613783390946,2021-02-20T01:11:08.425Z,32.501999999999995,10.00416660308838,-38.48611068725586,13.222222328186035
1613783390987,2021-02-20T01:11:08.427Z,32.543,10.37916660308838,-36.67361068725586,12.784722328186035
1613783391026,2021-02-20T01:11:08.429Z,32.582,11.44166660308838,-39.92361068725586,12.409722328186035
1613783391067,2021-02-20T01:11:08.441Z,32.623000000000005,10.75416660308838,-43.92361068725586,12.409722328186035
1613783391108,2021-02-20T01:11:08.443Z,32.664,9.62916660308838,-38.48611068725586,11.597222328186035
1613783391148,2021-02-20T01:11:08.445Z,32.704,9.62916660308838,-38.86111068725586,11.597222328186035
1613783391189,2021-02-20T01:11:08.456Z,32.745,10.75416660308838,-39.17361068725586,10.784722328186037
1613783391229,2021-02-20T01:11:08.459Z,32.785,10.75416660308838,-37.36111068725586,11.222222328186037
1613783391270,2021-02-20T01:11:08.469Z,32.826,10.75416660308838,-37.73611068725586,12.409722328186035
1613783391309,2021-02-20T01:11:08.471Z,32.865,9.62916660308838,-37.04861068725586,11.597222328186035
1613783391350,2021-02-20T01:11:08.473Z,32.906,10.75416660308838,-38.48611068725586,11.597222328186035
1613783391390,2021-02-20T01:11:08.485Z,32.946,10.37916660308838,-36.67361068725586,12.034722328186035
1613783391431,2021-02-20T01:11:08.487Z,32.986999999999995,9.31666660308838,-35.92361068725586,12.409722328186035
1613783391470,2021-02-20T01:11:08.489Z,33.025999999999996,8.566666603088379,-37.36111068725586,11.597222328186035
1613783391511,2021-02-20T01:11:08.500Z,33.067,10.00416660308838,-36.29861068725586,13.222222328186035
1613783391551,2021-02-20T01:11:08.503Z,33.107,10.00416660308838,-38.86111068725586,12.034722328186035
1613783391592,2021-02-20T01:11:08.505Z,33.148,10.75416660308838,-38.48611068725586,10.784722328186037
1613783391633,2021-02-20T01:11:08.516Z,33.189,10.37916660308838,-36.67361068725586,9.972222328186037
1613783391672,2021-02-20T01:11:08.519Z,33.228,10.37916660308838,-36.67361068725586,12.409722328186035
1613783391713,2021-02-20T01:11:08.529Z,33.269,9.62916660308838,-37.36111068725586,9.972222328186037
1613783391753,2021-02-20T01:11:08.531Z,33.309,10.37916660308838,-35.92361068725586,11.222222328186037
1613783391794,2021-02-20T01:11:08.561Z,33.35,10.00416660308838,-36.67361068725586,10.784722328186037
1613783391834,2021-02-20T01:11:08.563Z,33.39,11.12916660308838,-36.29861068725586,9.972222328186037
1613783391875,2021-02-20T01:11:08.565Z,33.431,10.37916660308838,-38.86111068725586,10.409722328186037
1613783391914,2021-02-20T01:11:08.576Z,33.47,10.00416660308838,-44.98611068725586,11.222222328186037
1613783391955,2021-02-20T01:11:08.578Z,33.510999999999996,10.37916660308838,-38.86111068725586,9.159722328186037
1613783391995,2021-02-20T01:11:08.589Z,33.551,10.37916660308838,-43.54861068725586,10.409722328186037
1613783392036,2021-02-20T01:11:08.591Z,33.592,10.00416660308838,-58.36111068725586,10.409722328186037
1613783392075,2021-02-20T01:11:08.594Z,33.631,10.00416660308838,-37.73611068725586,8.347222328186035
1613783392116,2021-02-20T01:11:08.605Z,33.672,10.75416660308838,-38.11111068725586,10.409722328186037
1613783392156,2021-02-20T01:11:08.608Z,33.711999999999996,10.75416660308838,-50.42361068725586,9.597222328186037
1613783392197,2021-02-20T01:11:08.610Z,33.753,10.37916660308838,-36.29861068725586,9.597222328186037
1613783392238,2021-02-20T01:11:08.621Z,33.794000000000004,10.00416660308838,-38.86111068725586,10.409722328186037
1613783392277,2021-02-20T01:11:08.623Z,33.833,9.62916660308838,-41.73611068725586,9.159722328186037
1613783392318,2021-02-20T01:11:08.634Z,33.874,10.75416660308838,-36.67361068725586,8.784722328186035
1613783392358,2021-02-20T01:11:08.636Z,33.914,10.00416660308838,-37.73611068725586,9.972222328186037
1613783392399,2021-02-20T01:11:08.639Z,33.955,10.37916660308838,-38.48611068725586,8.347222328186035
1613783392439,2021-02-20T01:11:08.650Z,33.995,10.00416660308838,-37.73611068725586,9.597222328186037
1613783392480,2021-02-20T01:11:08.652Z,34.036,10.37916660308838,-37.04861068725586,10.409722328186037
1613783392519,2021-02-20T01:11:08.654Z,34.075,10.00416660308838,-38.48611068725586,9.972222328186037
1613783392560,2021-02-20T01:11:08.666Z,34.116,10.00416660308838,-37.04861068725586,9.159722328186037
1613783392600,2021-02-20T01:11:08.667Z,34.156,10.00416660308838,-36.67361068725586,12.034722328186035
1613783392641,2021-02-20T01:11:08.669Z,34.196999999999996,9.62916660308838,-37.36111068725586,10.409722328186037
1613783392680,2021-02-20T01:11:08.680Z,34.236,9.62916660308838,-37.36111068725586,10.409722328186037
1613783392721,2021-02-20T01:11:08.683Z,34.277,9.62916660308838,-37.04861068725586,9.972222328186037
1613783392761,2021-02-20T01:11:08.694Z,34.317,10.00416660308838,-37.04861068725586,9.159722328186037
1613783392802,2021-02-20T01:11:08.696Z,34.358000000000004,9.31666660308838,-37.73611068725586,12.409722328186035
1613783392843,2021-02-20T01:11:08.699Z,34.399,10.00416660308838,-39.54861068725586,8.784722328186035
1613783392882,2021-02-20T01:11:08.710Z,34.438,10.00416660308838,-43.86111068725586,12.847222328186035
1613783392923,2021-02-20T01:11:08.712Z,34.479,10.37916660308838,-43.17361068725586,11.597222328186035
1613783392963,2021-02-20T01:11:08.714Z,34.519,8.191666603088379,-39.92361068725586,9.597222328186037
1613783393004,2021-02-20T01:11:08.726Z,34.56,9.62916660308838,-37.04861068725586,10.847222328186037
1613783393043,2021-02-20T01:11:08.728Z,34.599000000000004,10.37916660308838,-39.17361068725586,11.222222328186037
1613783393085,2021-02-20T01:11:08.730Z,34.641,10.00416660308838,-37.04861068725586,9.159722328186037
1613783393124,2021-02-20T01:11:08.741Z,34.68,10.37916660308838,-38.11111068725586,9.159722328186037
1613783393165,2021-02-20T01:11:08.743Z,34.721,10.00416660308838,-37.73611068725586,10.409722328186037
1613783393205,2021-02-20T01:11:08.754Z,34.760999999999996,8.566666603088379,-37.04861068725586,9.159722328186037
1613783393246,2021-02-20T01:11:08.756Z,34.802,9.31666660308838,-37.73611068725586,10.784722328186037
1613783393285,2021-02-20T01:11:08.759Z,34.841,10.00416660308838,-37.73611068725586,10.784722328186037
1613783393326,2021-02-20T01:11:08.770Z,34.882,9.62916660308838,-38.11111068725586,8.784722328186035
1613783393367,2021-02-20T01:11:08.772Z,34.923,10.37916660308838,-36.29861068725586,10.034722328186037
1613783393407,2021-02-20T01:11:08.774Z,34.963,9.31666660308838,-36.67361068725586,10.409722328186037
