epoch (ms),time (-07:00),elapsed (s),W-Axis,X-Axis (i),Y-Axis (j),Z-Axis (k)
1614182595654,2021-02-24T16:04:40.050Z,10.890999999999998,-0.02211853867739977,-0.09426186927169117,-0.7289203076786281,0.67771723845707
1614182595694,2021-02-24T16:04:40.052Z,10.931,-0.022460461051128287,-0.09416388482227862,-0.7295509528955216,0.6770406912540662
1614182595735,2021-02-24T16:04:40.063Z,10.972000000000001,-0.022239183242755187,-0.09457772670605644,-0.7291049629646538,0.6774706084548026
1614182595774,2021-02-24T16:04:40.066Z,11.011,-0.0215217244249914,-0.09514345992829776,-0.7279495521860047,0.6786560151378919
1614182595814,2021-02-24T16:04:40.077Z,11.050999999999998,-0.021119777644612453,-0.0955709719410954,-0.7272158342172357,0.6793947856572101
1614182595855,2021-02-24T16:04:40.092Z,11.092,-0.01976134075170493,-0.09653046013452693,-0.7266748099406938,0.6798787246822539
1614182595894,2021-02-24T16:04:40.108Z,11.130999999999998,-0.01746320955883337,-0.09783017425336868,-0.7271605302226608,0.6792362303379866
1614182595935,2021-02-24T16:04:40.110Z,11.172,-0.017148672285155417,-0.09804275978369237,-0.7270560890740811,0.6793253886269489
1614182595975,2021-02-24T16:04:40.122Z,11.212,-0.016922069683327618,-0.09816804513324204,-0.7270064284289356,0.6793661247776145
1614182596015,2021-02-24T16:04:40.124Z,11.252,-0.017138034225085162,-0.09778418980091287,-0.7263993255963795,0.6800651143684726
1614182596056,2021-02-24T16:04:40.126Z,11.293,-0.017096202146744496,-0.09791677987592384,-0.7260917637757145,0.6803754659509403
1614182596095,2021-02-24T16:04:40.137Z,11.332,-0.016849582738545008,-0.09782315128060673,-0.7266976843771874,0.6797478930867696
1614182596136,2021-02-24T16:04:40.139Z,11.373,-0.018166556796212305,-0.0968772659627922,-0.7287617813223943,0.6776363609175317
1614182596176,2021-02-24T16:04:40.141Z,11.413,-0.018035285806599397,-0.09724766896864548,-0.7290168163318984,0.6773124100821878
1614182596215,2021-02-24T16:04:40.153Z,11.452,-0.017447959073215988,-0.09793740096089608,-0.7294676012631895,0.6767428262822829
1614182596256,2021-02-24T16:04:40.156Z,11.493,-0.017291924005538542,-0.0980976723865152,-0.7324466997710962,0.6734980831679958
1614182596296,2021-02-24T16:04:40.167Z,11.533,-0.0168773968433566,-0.09814757882107954,-0.7342798333682332,0.6715022952723778
1614182596337,2021-02-24T16:04:40.169Z,11.574000000000002,-0.01615475838167402,-0.09860680694896698,-0.7385129320088494,0.6667940991495438
1614182596376,2021-02-24T16:04:40.171Z,11.613,-0.01612681769618065,-0.09960266687983932,-0.7446546335898139,0.6597792897436519
1614182596416,2021-02-24T16:04:40.182Z,11.652999999999999,-0.016316707910877068,-0.09972691290264236,-0.7466744580825813,0.6574690574718656
1614182596457,2021-02-24T16:04:40.185Z,11.694,-0.016856557138887413,-0.0999974499266318,-0.7504153725747735,0.6531409764308604
1614182596497,2021-02-24T16:04:40.186Z,11.734000000000002,-0.01562033862415161,-0.10129535846910333,-0.7538874411520697,0.6489599228358154
1614182596538,2021-02-24T16:04:40.197Z,11.775,-0.01520263775121951,-0.10195408050270788,-0.754760056610423,0.6478514507351847
1614182596577,2021-02-24T16:04:40.200Z,11.814,-0.01399116646694148,-0.10318340641097264,-0.7564405961531738,0.64572057145003
1614182596617,2021-02-24T16:04:40.202Z,11.854000000000001,-0.010828820194108834,-0.10600452172256547,-0.7585696634404409,0.6428202266072764
1614182596658,2021-02-24T16:04:40.213Z,11.895,-0.010012730849092662,-0.10591141499371606,-0.7576627071811093,0.6439174943593045
1614182596697,2021-02-24T16:04:40.215Z,11.934000000000001,-0.01026897812056768,-0.10506599926506244,-0.7565513757337681,0.6453570327827348
1614182596738,2021-02-24T16:04:40.227Z,11.975,-0.011380932809706512,-0.10203530541299964,-0.7574718819204029,0.6447446152684179
1614182596778,2021-02-24T16:04:40.229Z,12.015,-0.011922228477475478,-0.1009830577509018,-0.7578855298961443,0.6444143124492578
1614182596817,2021-02-24T16:04:40.231Z,12.054,-0.012857608124627143,-0.09915412391397477,-0.7601808764749151,0.6419720996009058
1614182596858,2021-02-24T16:04:40.242Z,12.095,-0.013207003181046532,-0.0978367223989674,-0.7643855672147456,0.6371563822571308
1614182596898,2021-02-24T16:04:40.245Z,12.135,-0.013867134106650249,-0.09660590901771476,-0.7668306719182979,0.6343860981609394
