epoch (ms),time (-07:00),elapsed (s),X-Axis (T),Y-Axis (T),Z-Axis (T)
1613074639183,2021-02-11T20:19:36.162Z,17.828,5.4666666984558105,31.568056106567386,-127.82083129882812
1613074639222,2021-02-11T20:19:36.173Z,17.867,3.9666666984558105,31.943056106567386,-126.25833129882812
1613074639273,2021-02-11T20:19:36.176Z,17.918,5.4666666984558105,32.31805419921875,-127.44583129882812
1613074639313,2021-02-11T20:19:36.186Z,17.958,5.0916666984558105,33.06805419921875,-127.44583129882812
1613074639352,2021-02-11T20:19:36.188Z,17.997,4.3416666984558105,31.568056106567386,-125.88333129882812
1613074639393,2021-02-11T20:19:36.190Z,18.038,5.4666666984558105,33.44305419921875,-127.44583129882812
1613074639433,2021-02-11T20:19:36.202Z,18.078,4.7166666984558105,31.943056106567386,-127.07083129882812
1613074639474,2021-02-11T20:19:36.204Z,18.119,5.4666666984558105,32.69305419921875,-125.07083129882812
1613074639514,2021-02-11T20:19:36.206Z,18.159000000000002,4.3416666984558105,32.69305419921875,-127.82083129882812
1613074639553,2021-02-11T20:19:36.217Z,18.198,5.0916666984558105,33.06805419921875,-126.69583129882812
1613074639594,2021-02-11T20:19:36.220Z,18.239,5.4666666984558105,32.31805419921875,-125.88333129882812
1613074639634,2021-02-11T20:19:36.222Z,18.279,5.0916666984558105,32.69305419921875,-127.82083129882812
1613074639675,2021-02-11T20:19:36.233Z,18.32,5.8416666984558105,32.31805419921875,-126.25833129882812
1613074639714,2021-02-11T20:19:36.235Z,18.359,4.7166666984558105,27.818056106567386,-126.25833129882812
1613074639754,2021-02-11T20:19:36.246Z,18.399,5.4666666984558105,25.193056106567386,-126.63333129882812
1613074639795,2021-02-11T20:19:36.248Z,18.44,5.0916666984558105,27.443056106567386,-126.63333129882812
1613074639834,2021-02-11T20:19:36.277Z,18.479,4.3416666984558105,31.193056106567386,-126.25833129882812
1613074639875,2021-02-11T20:19:36.281Z,18.52,5.0916666984558105,32.69305419921875,-127.82083129882812
1613074639915,2021-02-11T20:19:36.291Z,18.56,4.7166666984558105,33.44305419921875,-126.25833129882812
1613074639955,2021-02-11T20:19:36.293Z,18.6,5.4666666984558105,32.69305419921875,-126.25833129882812
