epoch (ms),time (-07:00),elapsed (s),X-Axis (g),Y-Axis (g),Z-Axis (g)
1614182173170,2021-02-24T15:57:01.591Z,63.32,0.028229469433426857,-0.6594862937927246,0.8342341780662537
1614182173210,2021-02-24T15:57:01.593Z,63.36,0.018952125683426857,-0.6340956687927246,0.8693904280662537
1614182173251,2021-02-24T15:57:01.605Z,63.401,0.08194040507078171,-0.5703749656677246,0.8112849593162537
1614182173290,2021-02-24T15:57:01.607Z,63.44,0.054108377546072006,-0.5662245750427246,0.8557185530662537
1614182173331,2021-02-24T15:57:01.609Z,63.481,0.013581031933426857,-0.6360487937927246,0.8686580061912537
1614182173372,2021-02-24T15:57:01.622Z,63.522,-0.0003349836624693125,-0.5872206687927246,0.8869685530662537
1614182173412,2021-02-24T15:57:01.623Z,63.562,-0.027190452441573143,-0.5337538719177246,0.7387751936912537
1614182173453,2021-02-24T15:57:01.624Z,63.603,-0.2723076343536377,-0.6765761375427246,0.8508357405662537
1614182173492,2021-02-24T15:57:01.635Z,63.641999999999996,-0.2850029468536377,-0.6026015281677246,0.8237361311912537
1614182173533,2021-02-24T15:57:01.638Z,63.683,-0.1726982593536377,-0.6621718406677246,0.8029841780662537
1614182173573,2021-02-24T15:57:01.649Z,63.723,-0.2456963062286377,-0.5803847312927246,0.7441462874412537
1614182173614,2021-02-24T15:57:01.651Z,63.763999999999996,-0.2757256031036377,-0.6262831687927246,0.7565974593162537
1614182173653,2021-02-24T15:57:01.653Z,63.803000000000004,-0.1370537281036377,-0.4143691062927246,0.5849665999412537
1614182173694,2021-02-24T15:57:01.665Z,63.843999999999994,-0.2803642749786377,-0.4739394187927246,0.7746638655662537
1614182173734,2021-02-24T15:57:01.679Z,63.88399999999999,-0.5708916187286377,-0.4922499656677246,0.8457087874412537
1614182173775,2021-02-24T15:57:01.683Z,63.925,-0.5542900562286377,-0.4766249656677246,0.8505915999412537
1614182173815,2021-02-24T15:57:01.684Z,63.965,-0.4375908374786377,-0.3789687156677246,0.7949275374412537
1614182173856,2021-02-24T15:57:01.695Z,64.006,-0.3250420093536377,-0.4026503562927246,0.8200740218162537
1614182173897,2021-02-24T15:57:01.697Z,64.047,-0.3370048999786377,-0.4763808250427246,0.7922419905662537
1614182173936,2021-02-24T15:57:01.698Z,64.086,-0.4397881031036377,-0.5742812156677246,0.7373103499412537
1614182173977,2021-02-24T15:57:01.710Z,64.127,-0.3340752124786377,-0.5232558250427246,0.7817439436912537
1614182174017,2021-02-24T15:57:01.712Z,64.167,-0.2935478687286377,-0.5117812156677246,0.8022517561912537
1614182174058,2021-02-24T15:57:01.741Z,64.208,-0.2754814624786377,-0.5991835594177246,0.7819880843162537
1614182174097,2021-02-24T15:57:01.743Z,64.247,-0.2601006031036377,-0.5230116844177246,0.8420466780662537
1614182174138,2021-02-24T15:57:01.754Z,64.288,-0.3157646656036377,-0.5398573875427246,0.8220271468162537
1614182174178,2021-02-24T15:57:01.769Z,64.328,-0.3206474781036377,-0.4732069969177246,0.8342341780662537
1614182174219,2021-02-24T15:57:01.784Z,64.369,-0.2601006031036377,-0.5217909812927246,0.8169001936912537
1614182174258,2021-02-24T15:57:01.787Z,64.408,-0.2652275562286377,-0.5349745750427246,0.8022517561912537
1614182174299,2021-02-24T15:57:01.789Z,64.449,-0.2505791187286377,-0.5183730125427246,0.8515681624412537
1614182174339,2021-02-24T15:57:01.800Z,64.48899999999999,-0.2256767749786377,-0.4834609031677246,0.8728083968162537
1614182174380,2021-02-24T15:57:01.816Z,64.53,-0.2059013843536377,-0.5007948875427246,0.8547419905662537
1614182174421,2021-02-24T15:57:01.818Z,64.571,-0.2203056812286377,-0.5261855125427246,0.8293513655662537
