epoch (ms),time (-07:00),elapsed (s),X-Axis (deg/s),Y-Axis (deg/s),Z-Axis (deg/s)
1612473080784,2021-02-04T21:11:52.038Z,70.72,-0.057588078081607826,-0.22357724606990811,0.028794039040803913
1612473080825,2021-02-04T21:11:52.048Z,70.76100000000001,-0.1185636892914772,-0.4065040647983551,0.028794039040803913
1612473080875,2021-02-04T21:11:52.050Z,70.811,-0.057588078081607826,-0.3455284535884857,0.028794039040803913
1612473080914,2021-02-04T21:11:52.053Z,70.85,0.003387534059584141,-0.3455284535884857,0.028794039040803913
1612473080955,2021-02-04T21:11:52.064Z,70.891,-0.057588078081607826,-0.16260163486003876,-0.09315718710422516
1612473080995,2021-02-04T21:11:52.067Z,70.931,-0.17953929305076602,-0.10162601619958878,0.08976964652538301
1612473081034,2021-02-04T21:11:52.069Z,70.97,-0.24051490426063535,-0.04065040871500969,0.028794039040803913
1612473081075,2021-02-04T21:11:52.080Z,71.01100000000001,-0.4844173491001129,0.14227642118930814,-0.032181572169065475
1612473081115,2021-02-04T21:11:52.083Z,71.051,-0.6673441529273987,0.020325204357504845,0.028794039040803913
1612473081165,2021-02-04T21:11:52.093Z,71.101,-0.1185636892914772,0.2642276585102081,0.028794039040803913
1612473081206,2021-02-04T21:11:52.097Z,71.142,-0.1185636892914772,0.4471544921398163,0.15074525773525238
1612473081245,2021-02-04T21:11:52.099Z,71.181,-0.4844173491001129,0.4471544921398163,0.21172086894512174
1612473081286,2021-02-04T21:11:52.110Z,71.222,-0.4844173491001129,0.4471544921398163,0.3946477174758911
1612473081326,2021-02-04T21:11:52.112Z,71.262,-0.3014905154705048,-0.10162601619958878,0.3336721062660217
1612473081366,2021-02-04T21:11:52.123Z,71.30199999999999,-0.24051490426063535,-1.3821138143539429,0.5165989398956299
1612473081407,2021-02-04T21:11:52.125Z,71.343,0.003387534059584141,-2.3577237129211426,0.4556233286857605
1612473081446,2021-02-04T21:11:52.128Z,71.382,0.3692412078380585,-2.60162615776062,0.4556233286857605
1612473081487,2021-02-04T21:11:52.138Z,71.423,0.3082655966281891,-1.8699188232421875,0.4556233286857605
1612473081527,2021-02-04T21:11:52.141Z,71.46300000000001,0.2472899854183197,-1.7479674816131592,0.5165989398956299
1612473081566,2021-02-04T21:11:52.143Z,71.502,0.003387534059584141,-1.5650407075881958,0.6385501027107239
1612473081607,2021-02-04T21:11:52.155Z,71.543,-0.17953929305076602,-1.5040650367736816,0.6995257735252379
1612473081647,2021-02-04T21:11:52.156Z,71.583,-0.3014905154705048,-1.0772358179092407,0.6995257735252379
1612473081688,2021-02-04T21:11:52.159Z,71.624,-0.17953929305076602,-1.8699188232421875,0.8214769959449768
1612473081727,2021-02-04T21:11:52.170Z,71.663,-0.3014905154705048,-1.3211382627487185,0.7605013251304626
1612473081767,2021-02-04T21:11:52.172Z,71.703,-0.6673441529273987,-0.772357702255249,0.8824525475502014
