epoch (ms),time (-07:00),elapsed (s),X-Axis (g),Y-Axis (g),Z-Axis (g)
1613663926670,2021-02-18T16:01:37.773Z,0.002,0.8191655874252319,-0.4583598375320434,0.19605059921741488
1613663926709,2021-02-18T16:01:37.775Z,0.040999999999999995,0.8267339468002319,-0.4593364000320434,0.19824786484241488
1613663926759,2021-02-18T16:01:37.820Z,0.091,0.8240483999252319,-0.4639750719070434,0.19800372421741488
1613663926800,2021-02-18T16:01:37.834Z,0.132,0.8269780874252319,-0.4598246812820434,0.19751544296741488
1613663926840,2021-02-18T16:01:37.835Z,0.172,0.8252691030502319,-0.4578715562820434,0.19995684921741488
1613663926881,2021-02-18T16:01:37.850Z,0.213,0.8233159780502319,-0.4617778062820434,0.19556231796741488
1613663926920,2021-02-18T16:01:37.880Z,0.252,0.8260015249252319,-0.4625102281570434,0.19873614609241488
1613663926960,2021-02-18T16:01:37.894Z,0.292,0.8242925405502319,-0.4612895250320434,0.19531817734241488
1613663927001,2021-02-18T16:01:37.909Z,0.33299999999999996,0.8250249624252319,-0.4620219469070434,0.19775958359241488
1613663927040,2021-02-18T16:01:37.924Z,0.37200000000000005,0.8240483999252319,-0.4605571031570434,0.20044513046741488
1613663927081,2021-02-18T16:01:37.938Z,0.413,0.8220952749252319,-0.4586039781570434,0.19898028671741488
1613663927121,2021-02-18T16:01:37.940Z,0.45299999999999996,0.8223394155502319,-0.4600688219070434,0.19531817734241488
1613663927160,2021-02-18T16:01:37.970Z,0.49200000000000005,0.8223394155502319,-0.4610453844070434,0.19702716171741488
1613663927201,2021-02-18T16:01:37.999Z,0.5329999999999999,0.8225835561752319,-0.4595805406570434,0.19556231796741488
1613663927241,2021-02-18T16:01:38.000Z,0.573,0.8245366811752319,-0.4629985094070434,0.19629473984241488
1613663927282,2021-02-18T16:01:38.015Z,0.614,0.8252691030502319,-0.4586039781570434,0.19580645859241488
1613663927321,2021-02-18T16:01:38.029Z,0.653,0.8230718374252319,-0.4639750719070434,0.19800372421741488
1613663927363,2021-02-18T16:01:38.045Z,0.695,0.8262456655502319,-0.4588481187820434,0.19605059921741488
1613663927402,2021-02-18T16:01:38.059Z,0.7340000000000001,0.8247808218002319,-0.4620219469070434,0.20044513046741488
1613663927442,2021-02-18T16:01:38.073Z,0.774,0.8230718374252319,-0.4605571031570434,0.19898028671741488
