epoch (ms),time (-07:00),elapsed (s),W-Axis,X-Axis (i),Y-Axis (j),Z-Axis (k)
1613664068514,2021-02-18T16:02:32.057Z,141.895,0.1371993203760193,-0.0143725731436816,-0.3810918065495633,-0.9141875139217216
1613664068554,2021-02-18T16:02:32.072Z,141.935,0.13721234607945193,-0.014335585449368644,-0.38104699283225824,-0.9142048196802998
1613664068593,2021-02-18T16:02:32.101Z,141.974,0.13725386809537404,-0.014228311097574588,-0.381029956943328,-0.9142073631118566
1613664068633,2021-02-18T16:02:32.115Z,142.014,0.13739020732598128,-0.014196249319195059,-0.3810049908079832,-0.9141977873609188
1613664068673,2021-02-18T16:02:32.131Z,142.054,0.13752477490531295,-0.014794567481008937,-0.3810734912799382,-0.9141395141355676
1613664068712,2021-02-18T16:02:32.146Z,142.093,0.13762903699725862,-0.01494537693945996,-0.3810947402164946,-0.9141125110524784
1613664068752,2021-02-18T16:02:32.160Z,142.13299999999998,0.13804303832740605,-0.014543748229037003,-0.3810322580394412,-0.9140826096640026
1613664068790,2021-02-18T16:02:32.162Z,142.171,0.13843956034416888,-0.013715032151649629,-0.38094100521046936,-0.9140734853249104
1613664068829,2021-02-18T16:02:32.192Z,142.21,0.13853363557023268,-0.013423411310160912,-0.3809023423034963,-0.9140796734815856
1613664068869,2021-02-18T16:02:32.206Z,142.25,0.1389155879907589,-0.013357317637948828,-0.3808878554633068,-0.9140287101832544
1613664068908,2021-02-18T16:02:32.221Z,142.289,0.13891615885276598,-0.01335947810532375,-0.38089185519828295,-0.9140269250946366
1613664068948,2021-02-18T16:02:32.223Z,142.329,0.13891794313528066,-0.013368147540306364,-0.38091447737137946,-0.9140170997499404
1613664068988,2021-02-18T16:02:32.252Z,142.369,0.13901685803086133,-0.013106452552576793,-0.3809081691974158,-0.9140084795686456
1613664069027,2021-02-18T16:02:32.266Z,142.408,0.1390122077808182,-0.013095466210801187,-0.3809107389968115,-0.9140082733594522
1613664069067,2021-02-18T16:02:32.296Z,142.44799999999998,0.138949760669417,-0.013047008935454648,-0.3809190543441048,-0.9140149963788028
1613664069106,2021-02-18T16:02:32.298Z,142.487,0.1385913312371919,-0.01274395663036417,-0.3808909292990443,-0.9140854087299592
1613664069146,2021-02-18T16:02:32.312Z,142.52700000000002,0.1384958199926117,-0.012564646257360758,-0.38086697444847945,-0.914112348283001
1613664069184,2021-02-18T16:02:32.357Z,142.565,0.13829381772238594,-0.012286675066704757,-0.3808441829438268,-0.9141562043291188
1613664069223,2021-02-18T16:02:32.371Z,142.60399999999998,0.13830408359855026,-0.012200758521028627,-0.3808335653553698,-0.9141602252615204
