epoch (ms),time (-07:00),elapsed (s),X-Axis (deg/s),Y-Axis (deg/s),Z-Axis (deg/s)
1614724033187,2021-03-02T22:27:39.389Z,77.61399999999999,-4.142086982727052,-1.681792378425598,-0.4551900327205658
1614724033227,2021-03-02T22:27:39.392Z,77.654,1.3457175493240356,0.4523539543151856,-0.27226319909095764
1614724033268,2021-03-02T22:27:39.404Z,77.695,1.4676687717437744,1.306012511253357,1.2521270513534546
1614724033307,2021-03-02T22:27:39.405Z,77.734,6.955473899841309,1.4279637336730957,0.09359047561883926
1614724033347,2021-03-02T22:27:39.407Z,77.774,5.248157024383545,-0.21837776899337769,-1.2478729486465454
1614724033388,2021-03-02T22:27:39.418Z,77.815,7.016449451446532,-1.0110607147216797,0.7033465504646301
1614724033427,2021-03-02T22:27:39.420Z,77.854,10.370107650756836,-1.2549631595611572,1.008224606513977
1614724033468,2021-03-02T22:27:39.422Z,77.895,18.4798641204834,-2.1695973873138428,0.9472489953041076
1614724033508,2021-03-02T22:27:39.434Z,77.935,21.345718383789066,-1.0720362663269043,-0.08933635801076889
1614724033547,2021-03-02T22:27:39.436Z,77.97399999999999,12.80913257598877,-1.193987488746643,-2.101531505584717
1614724033588,2021-03-02T22:27:39.447Z,78.015,5.553034782409668,-1.3159387111663818,-2.0405559539794917
1614724033628,2021-03-02T22:27:39.449Z,78.055,0.12620534002780914,-1.5598411560058594,-1.8576290607452397
1614724033669,2021-03-02T22:27:39.451Z,78.096,-1.7030630111694336,-4.0598416328430185,-2.5283608436584477
1614724033709,2021-03-02T22:27:39.464Z,78.13600000000001,-2.800623893737793,-0.7061826586723328,-1.3088486194610596
1614724033748,2021-03-02T22:27:39.469Z,78.175,8.601815223693848,0.4523539543151856,0.15456607937812805
1614724033789,2021-03-02T22:27:39.470Z,78.21600000000001,25.91888999938965,5.025524616241455,1.3131026029586792
1614724033839,2021-03-02T22:27:39.478Z,78.266,26.58962059020996,5.391378402709961,0.21554169058799744
1614724033878,2021-03-02T22:27:39.480Z,78.305,24.02864646911621,3.501134395599365,2.898468494415283
1614724033919,2021-03-02T22:27:39.482Z,78.346,31.345718383789066,4.171865940093993,-0.8210436701774597
1614724033959,2021-03-02T22:27:39.493Z,78.38600000000001,28.906694412231445,5.4523539543151855,-1.4307998418807983
1614724034000,2021-03-02T22:27:39.495Z,78.42699999999999,26.28474235534668,4.964549064636231,2.0448100566864014
