epoch (ms),time (-07:00),elapsed (s),Pressure (Pa)
1613178288491,2021-02-13T01:05:51.105Z,0.312,99568.923828125
1613178288569,2021-02-13T01:05:51.121Z,0.39,99569.572265625
1613178288646,2021-02-13T01:05:51.150Z,0.467,99569.361328125
1613178288724,2021-02-13T01:05:51.166Z,0.545,99570.017578125
1613178288802,2021-02-13T01:05:51.195Z,0.623,99569.142578125
1613178288879,2021-02-13T01:05:51.212Z,0.7,99569.142578125
1613178288957,2021-02-13T01:05:51.241Z,0.778,99569.142578125
1613178289034,2021-02-13T01:05:51.270Z,0.855,99569.798828125
1613178289112,2021-02-13T01:05:51.303Z,0.933,99569.798828125
1613178289190,2021-02-13T01:05:51.331Z,1.011,99569.798828125
1613178289267,2021-02-13T01:05:51.360Z,1.088,99569.798828125
1613178289345,2021-02-13T01:05:51.376Z,1.166,99569.798828125
1613178289423,2021-02-13T01:05:51.406Z,1.244,99570.447265625
1613178289500,2021-02-13T01:05:51.422Z,1.321,99570.447265625
1613178289578,2021-02-13T01:05:51.451Z,1.399,99569.798828125
1613178289656,2021-02-13T01:05:51.468Z,1.477,99568.923828125
1613178289733,2021-02-13T01:05:51.495Z,1.554,99568.923828125
1613178289812,2021-02-13T01:05:51.512Z,1.633,99568.923828125
1613178289890,2021-02-13T01:05:51.556Z,1.711,99568.923828125
1613178289968,2021-02-13T01:05:51.585Z,1.789,99568.275390625
1613178290045,2021-02-13T01:05:51.602Z,1.866,99568.275390625
1613178290123,2021-02-13T01:05:51.634Z,1.944,99568.275390625
1613178290200,2021-02-13T01:05:51.690Z,2.021,99568.275390625
1613178290278,2021-02-13T01:05:51.707Z,2.099,99568.275390625
1613178290356,2021-02-13T01:05:51.736Z,2.177,99568.275390625
1613178290433,2021-02-13T01:05:51.766Z,2.254,99568.275390625
1613178290511,2021-02-13T01:05:51.782Z,2.332,99568.275390625
1613178290589,2021-02-13T01:05:51.811Z,2.41,99568.275390625
1613178290666,2021-02-13T01:05:51.840Z,2.487,99568.275390625
1613178290744,2021-02-13T01:05:51.857Z,2.565,99568.275390625
1613178290822,2021-02-13T01:05:51.885Z,2.643,99569.142578125
1613178290899,2021-02-13T01:05:51.901Z,2.72,99569.142578125
1613178290977,2021-02-13T01:05:51.931Z,2.798,99569.142578125
1613178291054,2021-02-13T01:05:51.948Z,2.875,99569.142578125
1613178291132,2021-02-13T01:05:51.976Z,2.953,99569.142578125
1613178291210,2021-02-13T01:05:52.006Z,3.031,99569.142578125
1613178291287,2021-02-13T01:05:52.022Z,3.108,99569.142578125
1613178291365,2021-02-13T01:05:52.051Z,3.186,99569.798828125
